Year,State,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Value,CV (%)
2020,ILLINOIS,NORTHWEST,10,LEE,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.7,1.6
2020,ILLINOIS,NORTHWEST,10,MERCER,131,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.1,3.2
2020,ILLINOIS,NORTHWEST,10,MERCER,131,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.4,1.7
2020,ILLINOIS,NORTHWEST,10,MERCER,131,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",68.9,7.9
2020,ILLINOIS,NORTHWEST,10,OGLE,141,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.8,4.4
2020,ILLINOIS,NORTHWEST,10,OGLE,141,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.9,2
2020,ILLINOIS,NORTHWEST,10,OGLE,141,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",77.3,4.2
2020,ILLINOIS,NORTHWEST,10,PUTNAM,155,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.3,3
2020,ILLINOIS,NORTHWEST,10,PUTNAM,155,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.6,4.5
2020,ILLINOIS,NORTHWEST,10,ROCK ISLAND,161,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",199.3,1.8
2020,ILLINOIS,NORTHWEST,10,ROCK ISLAND,161,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.2,2.9
2020,ILLINOIS,NORTHWEST,10,ROCK ISLAND,161,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",71.9,6.2
2020,ILLINOIS,NORTHWEST,10,STEPHENSON,177,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205,2.2
2020,ILLINOIS,NORTHWEST,10,STEPHENSON,177,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.1,1.2
2020,ILLINOIS,NORTHWEST,10,STEPHENSON,177,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",78.4,5.2
2020,ILLINOIS,NORTHWEST,10,WHITESIDE,195,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.7,3.7
2020,ILLINOIS,NORTHWEST,10,WINNEBAGO,201,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193,1.3
2020,ILLINOIS,NORTHWEST,10,WINNEBAGO,201,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.7,2.1
2020,ILLINOIS,NORTHWEST,10,WINNEBAGO,201,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",75.5,6.2
2020,ILLINOIS,SOUTHEAST,90,EDWARDS,47,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174.2,2.5
2020,ILLINOIS,SOUTHEAST,90,EDWARDS,47,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.8,3.9
2020,ILLINOIS,SOUTHEAST,90,EDWARDS,47,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",64.9,3.4
2020,ILLINOIS,SOUTHEAST,90,FRANKLIN,55,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",164.5,4.6
2020,ILLINOIS,SOUTHEAST,90,FRANKLIN,55,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.4,4.3
2020,ILLINOIS,SOUTHEAST,90,GALLATIN,59,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.6,1.7
2020,ILLINOIS,SOUTHEAST,90,GALLATIN,59,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.6,2.7
2020,ILLINOIS,SOUTHEAST,90,GALLATIN,59,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",81.5,1.4
2020,ILLINOIS,SOUTHEAST,90,HAMILTON,65,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.4,2.6
2020,ILLINOIS,SOUTHEAST,90,HAMILTON,65,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.9,2.7
2020,ILLINOIS,SOUTHEAST,90,HAMILTON,65,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",60,7.3
2020,ILLINOIS,SOUTHEAST,90,HARDIN,69,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.1,2.9
2020,ILLINOIS,SOUTHEAST,90,JEFFERSON,81,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.9,2.1
2020,ILLINOIS,SOUTHEAST,90,JEFFERSON,81,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.9,2.5
2020,ILLINOIS,SOUTHEAST,90,JEFFERSON,81,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",63.7,2.9
2020,ILLINOIS,SOUTHEAST,90,MASSAC,127,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",164.2,4.2
2020,ILLINOIS,SOUTHEAST,90,MASSAC,127,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.8,2.6
2020,ILLINOIS,SOUTHEAST,90,POPE,151,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.9,2.1
2020,ILLINOIS,SOUTHEAST,90,POPE,151,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.4,6.4
2020,ILLINOIS,SOUTHEAST,90,SALINE,165,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192,3.5
2020,ILLINOIS,SOUTHEAST,90,SALINE,165,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58,3.5
2020,ILLINOIS,SOUTHEAST,90,WABASH,185,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.7,1.8
2020,ILLINOIS,SOUTHEAST,90,WABASH,185,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.5,3.6
2020,ILLINOIS,SOUTHEAST,90,WABASH,185,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",70.8,3.9
2020,ILLINOIS,SOUTHEAST,90,WAYNE,191,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.6,2.2
2020,ILLINOIS,SOUTHEAST,90,WAYNE,191,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.1,3.2
2020,ILLINOIS,SOUTHEAST,90,WAYNE,191,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",58.1,5.4
2020,ILLINOIS,SOUTHEAST,90,WHITE,193,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.6,2.5
2020,ILLINOIS,SOUTHEAST,90,WHITE,193,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.1,2.7
2020,ILLINOIS,SOUTHEAST,90,WHITE,193,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",64.8,4.8
2020,ILLINOIS,SOUTHWEST,80,ALEXANDER,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.6,2.4
2020,ILLINOIS,SOUTHWEST,80,ALEXANDER,3,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48,3.8
2020,ILLINOIS,SOUTHWEST,80,ALEXANDER,3,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",66.3,4.7
2020,ILLINOIS,SOUTHWEST,80,CLINTON,27,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.9,1.9
2020,ILLINOIS,SOUTHWEST,80,CLINTON,27,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.6,2.7
2020,ILLINOIS,SOUTHWEST,80,CLINTON,27,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",66.4,3.5
2020,ILLINOIS,SOUTHWEST,80,JACKSON,77,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.3,3.2
2020,ILLINOIS,SOUTHWEST,80,JACKSON,77,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.4,3.9
2020,ILLINOIS,SOUTHWEST,80,JACKSON,77,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",66.6,3.3
2020,ILLINOIS,SOUTHWEST,80,JOHNSON,87,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166,5.9
2020,ILLINOIS,SOUTHWEST,80,JOHNSON,87,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45,3.8
2020,ILLINOIS,SOUTHWEST,80,MONROE,133,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",157.8,1.7
2020,ILLINOIS,SOUTHWEST,80,MONROE,133,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.8,3.1
2020,ILLINOIS,SOUTHWEST,80,MONROE,133,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",66.9,4.7
