,Year,State,Ag District,County,yield,price_received,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,DYFG,DYTS,EMNT,EMSD,EMSN,EMXP,EMXT,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,NDVI,EVI,GPP,SSM_0,SSM_10,SSM_40,SSM_100,NDWI,fips
10,2000,ILLINOIS,CENTRAL,LOGAN,65.0,2.09,504.9,504.9,111.5,66.5,7.5,35.5,9.5,16.0,131.0,41.0,179.0,15.0,45.0,26.5,-23.9,203.0,130.5,76.2,35.6,-1.7,-2.2,-4.4,-8.3,-11.1,0.0,-2.2,-4.4,-7.2,-10.6,2927.6,2927.6,913.9,764.0,10.83,16.97,4.69,0.322388899,0.17595617600000002,247.73720809999998,0.27135169600000003,0.277250254,0.17116890399999998,0.338511213,0.007992072,17107
11,2020,ILLINOIS,CENTRAL,MACON,70.8,5.39,604.4,604.4,120.33333329999999,73.33333333,9.666666667000001,11.0,4.0,1.0,105.0,17.5,155.5,23.0,106.0,27.33333333,-19.1,76.0,79.0,52.06666667,33.85,-0.5,-4.15,-5.55,-7.2,-11.9,-1.1,-3.0,-6.9,-8.0,-10.8,2993.2,2993.2,988.7666667000001,320.0,12.04,17.16,6.915,0.33852096600000003,0.18993396399999998,361.15222539999996,0.308229123,0.318269935,0.27994393100000003,0.380197901,-0.006320861999999999,17115
12,2019,ILLINOIS,CENTRAL,MACON,59.4,5.06,666.85,666.85,128.0,81.5,11.0,32.0,9.0,4.0,121.5,34.0,156.5,18.0,74.33333333,31.33333333,-26.65,229.0,198.0,63.1,34.7,0.0,-3.0,-4.65,-8.55,-10.25,-0.8,-3.0,-9.1,-13.0,-13.0,3208.05,3208.05,1185.15,597.0,11.415,16.45,6.385,0.35860983399999996,0.203150854,430.2372545,0.33518169800000003,0.34708883799999996,0.28051545899999997,0.36629535,0.010822479,17115
13,2016,ILLINOIS,CENTRAL,MACON,88.0,4.09,777.0,777.0,115.5,60.0,7.5,28.32202381,5.778333333,2.0,90.0,25.0,179.0,32.0,74.0,34.33333333,-18.8,123.9279762,104.46888890000001,54.6,35.0,-1.6,-4.3,-6.0,-7.1,-11.6,-1.0,-2.7,-5.5,-7.7,-9.3,2542.35,2542.35,859.45,411.05,13.1,18.52,7.67,0.343684844,0.200152489,380.95025719999995,0.306958839,0.322727663,0.278178196,0.36690040700000004,0.000721246,17115
14,2015,ILLINOIS,CENTRAL,MACON,70.0,3.85,612.3,612.3,118.33333329999999,71.66666667,10.0,46.49358974,9.67,7.5,99.0,35.5,169.0,14.5,82.0,27.33333333,-21.9,255.1217949,190.19666669999998,71.2,35.0,-0.55,-2.45,-6.35,-7.45,-9.4,-1.35,-4.65,-6.9,-6.9,-20.5,3284.75,3284.75,1039.733333,814.2666667000001,11.98,17.285,6.67,0.31996436300000003,0.181582386,338.5528784,0.30781190399999997,0.33844062799999997,0.294995218,0.349393237,0.009114063,17115
15,2012,ILLINOIS,CENTRAL,MACON,61.9,7.13,769.05,769.05,105.0,60.66666667,3.0,13.97619048,4.775,0.0,100.5,14.5,180.0,50.5,58.0,35.0,-13.25,100.952381,94.925,58.16666667,39.45,-0.3,-3.0,-5.2,-7.15,-9.95,-2.15,-2.45,-7.45,-7.7,-10.25,2393.2,2393.2,661.4666667,310.475,13.465,19.355,7.58,0.374538101,0.21559203,365.5394756,0.28539118199999997,0.305829565,0.22566339300000002,0.35650216799999995,-0.021731167000000003,17115
16,2010,ILLINOIS,CENTRAL,MACON,35.1,5.52,767.3,767.3,111.33333329999999,74.0,10.66666667,68.0,9.5,5.0,114.5,47.0,172.0,31.0,73.0,46.0,-20.8,279.0,153.5,78.83333333,35.85,-1.35,-3.55,-5.25,-9.4,-11.65,-0.5,-3.0,-5.2,-7.75,-9.65,2996.95,2996.95,1075.0,679.0,11.87,17.085,6.66,0.32016079999999997,0.197358153,297.0094722,0.338643566,0.36796265799999994,0.343495317,0.384816576,0.028916202000000002,17115
17,2008,ILLINOIS,CENTRAL,MACON,58.0,5.89,495.2,495.2,130.5,72.5,16.0,28.76635802,6.0,1.0,124.5,41.0,161.0,5.0,64.66666667,24.33333333,-17.7,169.1546296,102.0,137.5,33.9,-1.9,-2.45,-5.5,-8.55,-9.4,-0.5,-4.15,-5.8,-10.25,-10.25,3028.6,3028.6,1451.5,440.0,10.76,16.19,5.705,0.340039525,0.19866878,309.56644439999997,0.335909219,0.34694010700000005,0.260418517,0.371052392,0.015525586999999999,17115
18,2007,ILLINOIS,CENTRAL,MACON,59.0,5.37,824.1,824.1,122.0,65.0,3.0,25.0,7.0,2.0,112.0,25.0,190.0,49.0,85.0,18.0,-19.9,254.0,229.0,47.0,37.8,0.0,-2.7,-5.5,-7.7,-9.9,0.0,-3.8,-6.0,-7.7,-9.9,2732.3,2732.3,735.9,674.0,13.1,18.88,7.33,0.327094305,0.195315921,273.2439088,0.28464079999999997,0.300331548,0.23185297,0.35273055600000003,-0.0021146439999999997,17115
19,2020,ILLINOIS,CENTRAL,MASON,68.8,5.39,591.7666667000001,591.7666667000001,111.1334344,73.16440605,11.40569564,17.94612403,6.211594203,1.67037037,118.59074070000001,18.67572464,157.2971014,22.23007246,3.0,15.0,-19.45240741,85.33410853,87.23514493,71.34765329,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1088.379924,395.58043480000003,11.78896296,17.34016304,6.275185185,0.346301363,0.208116542,428.6112006,0.29745386100000004,0.30736261,0.262265969,0.370017995,0.001526179,17125
20,2019,ILLINOIS,CENTRAL,MASON,64.3,5.06,616.3770833,616.3770833,131.39289240000002,87.11474427,13.14167549,30.85172414,9.651041667000001,7.9390625,131.4776042,39.1609375,156.40885419999998,21.91979167,1.0,4.0,-26.9990625,215.8,156.278125,77.24533862,34.83645833,-0.898802083,-3.879322917,-6.5551041670000005,-8.295729167000001,-10.89958333,-1.1844270829999999,-3.270364583,-7.701822917,-10.14796875,-11.25619792,3334.935952,3334.935952,1323.2885099999999,723.5895833,10.82325521,16.25785417,5.393229167,0.364825921,0.21599998899999998,493.9830301,0.327737932,0.348595751,0.29382372,0.371699984,0.010934938,17125
21,2018,ILLINOIS,CENTRAL,MASON,66.2,4.77,749.1059756,749.1059756,122.0,79.0,10.0,25.28472222,8.39375,11.42601626,139.99878049999998,34.48414634,159.0434959,34.92235772,12.0,12.0,-24.78845528,164.3171296,131.4833333,91.2,35.6847561,-1.255691057,-3.6554065039999997,-6.6744308939999994,-8.463536585,-9.717833333,-1.379593496,-3.0636178860000003,-5.400447154,-7.911422764,-10.76439024,3253.5428629999997,3253.5428629999997,1095.2,583.7864582999999,11.11565854,16.66034146,5.566345527999999,0.336288903,0.19709272100000003,307.5832895,0.300584222,0.30168934199999997,0.200257171,0.34155837200000005,0.008345363,17125
22,2017,ILLINOIS,CENTRAL,MASON,81.6,4.59,589.4015555999999,589.4015555999999,106.0167405,64.71459948,9.769832041,10.76171171,3.391666667,5.067204301,104.86397849999999,23.50505051,177.4671717,25.42171717,17.0,17.0,-21.14188172,74.33783784,59.82004505,82.16402547,35.60909091,-1.850215054,-3.682849462,-5.882634409,-8.553655914,-10.12392473,-0.656451613,-3.347580645,-6.941290323,-8.747473118,-9.968010753,2640.9081109999997,2640.9081109999997,964.9954098999999,201.6083333,12.46566667,18.25219192,6.526435483999999,0.37220280200000005,0.206106603,486.061433,0.265319963,0.287775779,0.20476765600000002,0.350505092,0.008275814,17125
23,2016,ILLINOIS,CENTRAL,MASON,76.7,4.09,706.1460647999999,706.1460647999999,116.0,74.0,10.0,28.32202381,5.778333333,5.36622807,106.76096489999999,31.99122807,173.03289469999999,25.21491228,26.0,48.0,-20.88662281,123.9279762,104.46888890000001,64.3,34.83486842,-0.994736842,-3.6401315789999997,-5.555701753999999,-7.599780702,-10.82872807,-1.031359649,-3.091008772,-5.666666667,-8.356359649,-11.037719300000001,2729.497454,2729.497454,1011.8,411.05,12.37108796,17.78482456,6.844232456,0.36698332,0.212710912,430.69584560000004,0.302650281,0.30510452600000004,0.250448352,0.357521848,-0.007434063,17125
24,2015,ILLINOIS,CENTRAL,MASON,75.3,3.85,582.5838332999999,582.5838332999999,92.0,78.0,16.0,46.49358974,9.67,12.80208333,110.28291670000002,36.04878049,166.1463415,17.19796748,20.0,13.0,-23.70025,255.1217949,190.19666669999998,73.7,34.57882114,-1.630375,-3.197625,-7.76875,-10.11257143,-12.62133333,-0.98525,-3.685,-7.1242083329999994,-10.8545,-13.85858333,3413.995833,3413.995833,1298.0,814.2666667000001,11.42156667,17.08232927,5.802020832999999,0.33987964200000004,0.193183932,401.6425803,0.310758365,0.32663807,0.269070466,0.366800778,0.0046204390000000005,17125
25,2014,ILLINOIS,CENTRAL,MASON,49.6,4.98,527.32425,527.32425,85.0,76.0,13.0,50.74637681,11.44166667,18.19458333,131.9791667,49.73791667,157.505,11.89375,23.0,19.0,-25.43125,277.17391299999997,181.5951389,68.6,34.20516667,-1.0945,-3.599916667,-5.180291667,-7.948666667,-9.877708333,-1.093916667,-3.6425416669999997,-7.0695,-8.665916667000001,-10.25045833,3595.0417979999997,3595.0417979999997,1178.5,950.8256945,9.9027625,15.51664167,4.289479167,0.312198268,0.181406354,381.6409958,0.30148885,0.306520823,0.212862587,0.37001001,0.030393494,17125
26,2013,ILLINOIS,CENTRAL,MASON,49.2,6.52,570.5251937999999,570.5251937999999,93.0,70.0,16.0,41.38666667,10.06923077,4.018939393999999,138.219697,41.37596899,157.8875969,21.45348837,3.0,9.5,-19.60719697,225.2,195.0153846,58.4,36.28449612,-1.545833333,-3.731818182,-6.099242424,-8.040151515,-10.53484848,-0.913636364,-3.3257575760000004,-5.432954545,-7.684090909,-10.25189394,3211.004651,3211.004651,1235.5,795.7826922999999,10.505387599999999,16.1322093,4.901969697,0.374004912,0.20717445199999998,412.24555269999996,0.31954168,0.331423205,0.212885168,0.371111615,0.016278163999999998,17125
27,2012,ILLINOIS,CENTRAL,MASON,49.3,7.13,764.736124,764.736124,65.0,48.0,6.0,13.97619048,4.775,0.35681818200000004,107.35833329999998,16.05348837,182.3542636,54.9120155,1.5,6.0,-15.23806818,100.952381,94.925,49.5,40.21891473,-0.661704545,-2.749507576,-5.084356061,-7.339621212000001,-10.54314394,-0.972007576,-3.538484848,-6.462310606,-8.040378788,-9.905795455,2470.6034879999997,2470.6034879999997,647.4,310.475,13.2656938,19.53549612,6.999367424,0.375374775,0.21550519399999998,419.0387292,0.276520055,0.291233355,0.203343883,0.35354402100000004,-0.008555156,17125
28,2011,ILLINOIS,CENTRAL,MASON,60.6,6.55,676.8508547,676.8508547,105.0,73.0,16.0,34.9,6.9875,6.010416667,111.78125,32.20940171,156.5448718,37.68162393,1.0,3.0,-22.57520833,364.7875,310.65,49.5,37.54038462,-0.816666667,-2.968125,-5.609166667,-8.407692308,-10.99635417,-0.8404166670000001,-3.017291667,-6.0,-8.629791667000001,-12.11145833,3234.6883329999996,3234.6883329999996,1071.2,685.4875,11.65508547,17.18087607,6.159708332999999,0.35456067399999996,0.189968848,354.48511139999994,0.3273205,0.343872701,0.230489843,0.362872225,0.023803664,17125
29,2010,ILLINOIS,CENTRAL,MASON,30.8,5.52,719.904375,719.904375,101.0,85.0,18.0,47.0,7.0,9.33125,121.58541670000001,51.84920635,176.7738095,34.35912698,5.0,9.0,-22.1525,254.0,191.0,76.2,35.91765873,-1.07625,-3.231041667,-5.4425,-7.7514583329999995,-10.93375,-0.741875,-3.4891666669999997,-5.441875,-7.726875,-9.836458333,3193.2,3193.2,1363.3,600.0,11.39466667,17.24970238,5.624270833,0.34798690200000004,0.197415919,363.52285710000007,0.334454737,0.36222784799999996,0.354460593,0.39469520700000005,0.020716595,17125
30,2009,ILLINOIS,CENTRAL,MASON,54.0,4.04,422.4260638,422.4260638,130.0,96.0,26.0,19.0,10.0,6.2951388889999995,114.8784722,40.13775510000001,151.0629252,10.74489796,26.00472222,18.47568306,-25.58940972,203.0,102.0,88.9,34.80289116,-0.8826388890000001,-3.2755208330000003,-6.1453125,-8.050868056,-11.68159722,-0.597916667,-2.923090278,-5.722222222,-8.123090278,-10.36371528,3245.639362,3245.639362,1741.8,384.0,10.68848958,16.14352041,5.2465625,0.361843753,0.20097473300000002,298.8574365,0.338489563,0.37015725,0.29348129,0.358236404,0.01732045,17125
31,2008,ILLINOIS,CENTRAL,MASON,64.0,5.89,507.6568182,507.6568182,87.0,74.0,6.0,12.0,5.0,8.787878787999999,126.85606059999999,39.98550725,158.69565219999998,12.5942029,2.0,1.5,-20.34393939,216.0,229.0,81.5,34.45072464,-1.7746212119999998,-3.2590909089999998,-5.514015152000001,-7.692045455,-9.676136364,-0.8761363640000001,-3.146590909,-5.530681818,-8.730681817999999,-10.53712121,3114.065942,3114.065942,1158.0,412.0,10.52477273,16.24427536,4.904772727,0.36035816200000004,0.196786753,344.9427079,0.309385874,0.321757507,0.257211221,0.340424165,0.019505021,17125
32,2007,ILLINOIS,CENTRAL,MASON,50.0,5.37,743.9734722000001,743.9734722000001,102.4060098,69.52142857,8.345238095,31.95844749,7.669940476,6.5981182789999995,120.5322581,36.00497512,184.8706468,39.5920398,4.5,4.0,-20.58521505,177.6068493,118.97847220000001,70.71208692,36.90758706,-0.93844086,-3.283064516,-5.599596774,-7.256557377000001,-10.77160494,-1.007392473,-3.159139785,-5.597311828,-7.791666667,-10.41666667,2984.149167,2984.149167,931.1599744999999,540.2113095,12.22858871,18.15409204,6.323736558999999,0.340631784,0.20013354,312.6927528,0.267116234,0.27299918300000003,0.199488991,0.346154664,0.000400316,17125
33,2006,ILLINOIS,CENTRAL,MASON,58.0,3.4,698.4,698.4,88.0,73.0,7.0,10.98645833,5.0,6.0,123.0,14.0,166.0,45.0,32.0,32.0,-21.7,143.9796875,371.0,54.6,37.8,-1.1,-2.2,-8.9,-8.9,-8.9,-1.1,-3.9,-10.0,-10.0,-10.0,2861.6,2861.6,892.5,560.0,12.27,18.44,6.11,0.345113781,0.201121632,272.51110239999997,0.279298577,0.293521686,0.202703384,0.35376460200000004,0.001000535,17125
34,2005,ILLINOIS,CENTRAL,MASON,39.0,3.24,728.5235,728.5235,96.59413145,62.10858484,7.493360161,26.83641975,6.347474747000001,4.366981132,109.3443396,30.0474359,171.7990385,44.48557692,62.0,26.0,-19.50408805,128.7438272,104.32777779999999,55.98988934,37.47326923,-1.116069182,-4.7410691819999995,-8.328584906,-8.738018868,-10.25528302,-1.0074213840000001,-3.1585534589999997,-5.4577987420000005,-7.450314465,-10.024119500000001,2825.041424,2825.041424,821.2219953,412.8441919,12.20812667,18.01190705,6.508801887000001,0.36636098799999994,0.19991789100000001,381.2390425,0.277130841,0.298332667,0.19242182600000002,0.36091918799999995,0.005425939,17125
35,2004,ILLINOIS,CENTRAL,MASON,66.0,3.19,454.2,454.2,92.0,66.0,13.0,26.173268399999998,10.0,9.0,128.0,38.0,174.0,16.0,43.5,30.0,-25.0,144.2895743,203.0,38.6,35.0,-2.2,-2.2,-9.4,-9.4,-9.4,-2.2,-2.2,-8.3,-8.3,-9.4,3276.6,3276.6,906.0,774.0,10.85,17.28,4.43,0.327752129,0.19345874300000002,300.6046688,0.280114784,0.305290161,0.23221614699999998,0.349070792,-0.003147579,17125
36,2003,ILLINOIS,CENTRAL,MASON,70.0,3.2,438.7,438.7,85.0,66.0,12.0,26.61545455,17.0,8.0,146.0,47.0,163.0,25.0,44.0,14.5,-23.3,121.28393940000001,145.0,66.0,38.3,-0.6,-5.6,-5.6,-6.7,-8.9,-0.6,-2.8,-4.4,-7.2,-12.2,3572.0,3572.0,1040.7,1176.0,9.96,16.78,3.16,0.323686768,0.178312831,286.0105182,0.286418553,0.291756705,0.162629584,0.35326498,0.0055127019999999995,17125
37,2002,ILLINOIS,CENTRAL,MASON,59.0,3.01,668.8,668.8,80.0,56.0,8.0,11.0,6.0,1.0,153.0,22.0,157.0,59.0,57.5,38.0,-19.4,203.0,193.0,98.0,37.2,-1.1,-4.4,-4.4,-8.9,-8.9,0.0,-3.3,-4.4,-7.2,-10.6,3006.1,3006.1,953.8,470.0,11.06,17.83,4.29,0.346412979,0.19946205600000003,304.90385110000005,0.277796418,0.307521981,0.22799967699999998,0.35365311200000005,-0.008685713000000001,17125
38,2001,ILLINOIS,CENTRAL,MASON,57.0,2.49,593.9,593.9,101.0,77.0,12.0,29.0,5.0,4.0,132.0,26.0,173.0,37.0,82.5,32.0,-20.6,305.0,50.5,71.6,38.3,-0.6,-2.8,-4.4,-7.8,-8.9,0.0,-2.8,-5.6,-7.8,-10.0,3479.8,3479.8,1085.8,234.5,11.46,18.11,4.82,0.33358525,0.18392799199999998,264.6451718,0.301055768,0.30193101699999997,0.191897485,0.338086416,-8.85e-05,17125
39,2000,ILLINOIS,CENTRAL,MASON,58.0,2.09,521.7,521.7,96.0,66.5,7.5,40.0,12.0,23.0,142.0,39.0,174.0,21.0,74.5,37.5,-24.4,305.0,139.5,65.0,36.7,0.0,-3.3,-4.4,-7.8,-10.0,-1.1,-2.2,-5.0,-6.7,-10.0,2888.7,2888.7,838.55,732.0,10.46,17.17,3.75,0.35887967600000004,0.204234957,297.2966182,0.262393449,0.272293849,0.168318095,0.345077081,0.009278463,17125
40,2020,ILLINOIS,CENTRAL,MENARD,84.3,5.39,612.0,612.0,104.5,70.5,6.5,17.94612403,6.211594203,2.0,121.0,16.0,162.0,21.0,29.31560284,17.84280303,-21.1,85.33410853,87.23514493,68.2,33.9,0.0,-4.4,-4.4,-7.8,-14.4,-0.6,-2.8,-8.9,-8.9,-8.9,3038.228862,3038.228862,894.0,395.58043480000003,11.83,17.37,6.29,0.36291008799999996,0.20625710100000003,431.17612330000003,0.29159515199999997,0.302031066,0.268079748,0.38115113899999997,0.003517145,17129
41,2019,ILLINOIS,CENTRAL,MENARD,81.7,5.06,616.3770833,616.3770833,131.39289240000002,87.11474427,13.14167549,30.85172414,9.651041667000001,7.9390625,131.4776042,39.1609375,156.40885419999998,21.91979167,25.43875,21.38063063,-26.9990625,215.8,156.278125,77.24533862,34.83645833,-0.898802083,-3.879322917,-6.5551041670000005,-8.295729167000001,-10.89958333,-1.1844270829999999,-3.270364583,-7.701822917,-10.14796875,-11.25619792,3317.2,3317.2,1247.4,723.5895833,10.82325521,16.25785417,5.393229167,0.39457202700000005,0.242306827,521.8669075,0.33019717600000004,0.35223059,0.297507005,0.37516064600000004,0.014324551000000001,17129
42,2015,ILLINOIS,CENTRAL,MENARD,80.0,3.85,545.0,545.0,118.5,72.0,11.5,46.49358974,9.67,10.0,118.0,35.0,166.0,10.0,1.0,18.6037415,-23.3,255.1217949,190.19666669999998,60.3,34.4,-1.7,-2.2,-6.7,-6.7,-10.6,0.0,-2.8,-5.0,-6.7,-13.3,3413.995833,3413.995833,1137.95,814.2666667000001,11.27,16.8,5.74,0.341738885,0.207168191,414.7511447,0.306623434,0.32818512699999997,0.279790249,0.36162451700000003,0.00820764,17129
43,2010,ILLINOIS,CENTRAL,MENARD,60.1,5.52,719.904375,719.904375,111.0,80.0,16.0,41.0,10.0,9.33125,121.58541670000001,51.84920635,176.7738095,34.35912698,12.0,6.0,-22.1525,178.0,229.0,91.55,35.91765873,-1.07625,-3.231041667,-5.4425,-7.7514583329999995,-10.93375,-0.741875,-3.4891666669999997,-5.441875,-7.726875,-9.836458333,3125.2152079999996,3125.2152079999996,1228.5,694.0,11.39466667,17.24970238,5.624270833,0.35096756100000004,0.22025372199999999,350.5836503,0.338691265,0.361429899,0.342600079,0.383491935,0.025670757000000002,17129
44,2009,ILLINOIS,CENTRAL,MENARD,70.0,4.04,422.4260638,422.4260638,123.8126787,81.48754297,15.40144454,28.11164021,7.494940476,6.2951388889999995,114.8784722,40.13775510000001,151.0629252,10.74489796,9.0,2.0,-25.58940972,179.42660619999998,123.97898070000001,74.99260562,34.80289116,-0.8826388890000001,-3.2755208330000003,-6.1453125,-8.050868056,-11.68159722,-0.597916667,-2.923090278,-5.722222222,-8.123090278,-10.36371528,3281.5,3281.5,1322.39445,501.6254213,10.68848958,16.14352041,5.2465625,0.3976734,0.221648827,315.6003733,0.334734102,0.357731099,0.265272697,0.34712561,0.018134761,17129
45,2008,ILLINOIS,CENTRAL,MENARD,73.0,5.89,507.6568182,507.6568182,105.0,75.5,12.5,28.76635802,5.5,8.787878787999999,126.85606059999999,39.98550725,158.69565219999998,12.5942029,12.0,23.5,-20.34393939,169.1546296,175.5,122.15,34.45072464,-1.7746212119999998,-3.2590909089999998,-5.514015152000001,-7.692045455,-9.676136364,-0.8761363640000001,-3.146590909,-5.530681818,-8.730681817999999,-10.53712121,3114.065942,3114.065942,1319.4,404.5,10.52477273,16.24427536,4.904772727,0.373752418,0.213714025,344.72638489999997,0.322778828,0.327831816,0.249031898,0.34317099,0.017191133,17129
46,2007,ILLINOIS,CENTRAL,MENARD,73.0,5.37,743.9734722000001,743.9734722000001,78.0,59.0,4.5,31.95844749,6.0,6.5981182789999995,120.5322581,36.00497512,184.8706468,39.5920398,7.0,21.66666667,-20.58521505,177.6068493,213.5,43.2,36.90758706,-0.93844086,-3.283064516,-5.599596774,-7.256557377000001,-10.77160494,-1.007392473,-3.159139785,-5.597311828,-7.791666667,-10.41666667,2984.149167,2984.149167,751.1,543.5,12.22858871,18.15409204,6.323736558999999,0.36765781299999994,0.22210289800000002,315.21695739999996,0.268684852,0.27738624,0.19725858899999998,0.340185905,-0.001704373,17129
