,Year,State,Ag District,County,yield,price_received,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,DYFG,DYTS,EMNT,EMSD,EMSN,EMXP,EMXT,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,NDVI,EVI,GPP,SSM_0,SSM_10,SSM_40,SSM_100,NDWI,fips
10,2008,ILLINOIS,CENTRAL,DE WITT,179.0,4.01,485.2629944,485.2629944,119.22787360000001,79.85851122,14.43002189,39.0,10.0,10.0480226,128.4858757,41.60416667,157.20572919999998,11.05078125,1.0,1.0,-20.98248588,152.0,152.0,96.24519841,34.14388021,-1.79420904,-3.40579096,-5.543361582,-7.808898305,-9.661723164,-0.870621469,-3.049435028,-5.519350283,-8.597316383999999,-10.71468927,3178.443056,3178.443056,1288.1152960000002,609.0,10.30142655,16.04790365,4.62230226,0.330317474,0.19499767899999998,282.46887830000003,0.330047737,0.33882181,0.263646247,0.368426535,0.024341916,17039
11,2007,ILLINOIS,CENTRAL,DE WITT,187.0,4.09,737.8668315,737.8668315,112.0,78.0,6.0,32.77574786,7.815903541,6.842750532999999,120.7654584,36.69609788,184.1271495,39.04001323,8.0,22.0,-20.71268657,179.7880342,120.6199328,38.4,36.80016534,-0.9448116559999999,-3.30387349,-5.55115494,-7.268362193,-10.859195399999999,-1.021695096,-3.1646055439999996,-5.597583511,-7.802238806,-10.44868515,2995.174874,2995.174874,928.8,553.1111111,12.15767768,18.07343254,6.26797086,0.312236026,0.186690634,272.92939110000003,0.27346434199999997,0.304243769,0.226872395,0.349480791,0.002464776,17039
12,2006,ILLINOIS,CENTRAL,DE WITT,178.0,3.07,598.6621769,598.6621769,122.0,83.0,9.0,11.04009009,3.022916667,2.033503401,109.06037409999999,12.78129252,161.4085034,26.80306122,30.38991228,24.65638528,-18.95142857,141.1913288,136.2436508,74.4,36.30605442,-1.2322108840000001,-2.844404762,-5.347261905,-7.854438776,-10.78416667,-1.275918367,-3.050561225,-5.824047619,-8.305578231,-10.95477891,2856.653856,2856.653856,1133.7,282.468254,12.11747619,17.79592007,6.439040816,0.32620247,0.187998831,261.5317208,0.292270917,0.31637933100000004,0.22784632,0.34770801700000004,-0.004489447,17039
13,2005,ILLINOIS,CENTRAL,DE WITT,162.0,2.08,713.5219066000001,713.5219066000001,110.0,69.0,8.0,28.64019608,6.54437751,4.707608696,111.85628020000001,31.68333333,171.2691176,43.38051471,25.5786036,1.0,-19.76262077,133.4828431,105.2425703,49.3,37.57140931,-1.066630435,-4.653345411,-8.250338164,-8.804142512,-10.31498792,-1.022427536,-3.099625604,-5.562210145,-7.500422705,-10.02190821,2872.105503,2872.105503,883.4,431.9664659,12.05435732,17.87829657,6.313173912999999,0.311828082,0.17904060300000002,358.4780764,0.284319096,0.321404385,0.230695028,0.36615611200000003,0.004764,17039
14,2004,ILLINOIS,CENTRAL,DE WITT,181.0,2.14,471.2611026000001,471.2611026000001,123.0,75.0,12.0,26.28907371,5.7385057470000005,6.782125604,110.6408213,32.94928571,167.04928569999998,7.8623809520000005,25.77671233,21.99256757,-23.48403382,146.1088389,111.6175287,60.5,33.89616667,-1.039975845,-3.007777778,-6.147729469,-8.533961352999999,-9.98326087,-1.085869565,-3.4450483089999997,-6.124758454,-7.78178744,-9.819371981,2968.913889,2968.913889,1121.0,394.2977969,11.36527696,17.02532619,5.72994686,0.30775148,0.17957995100000002,254.3478546,0.300207816,0.326740631,0.246618438,0.347955656,0.00510893,17039
15,2003,ILLINOIS,CENTRAL,DE WITT,181.0,2.42,488.45919150000003,488.45919150000003,113.0,66.0,5.0,26.8047619,7.482779623,5.887318841,118.8231884,37.47904762,166.4607143,20.43845238,25.03666667,21.0982684,-21.42535024,122.7228051,107.9063123,105.2,36.32070238,-1.6349879230000002,-3.165821256,-5.411775362,-7.672463235,-10.24288978,-0.97557971,-3.127463768,-6.144009662,-8.75205314,-11.33241546,3240.706729,3240.706729,963.0,478.75290700000005,10.88985323,16.81756429,5.004376812,0.298247669,0.17364348300000002,271.0302992,0.28895949,0.286576286,0.16991885199999998,0.36702803,-0.001289718,17039
16,2002,ILLINOIS,CENTRAL,DE WITT,133.0,2.35,711.5103214,711.5103214,97.0,70.0,9.0,17.01578947,5.3044479330000005,1.143779343,125.1062207,20.15439815,154.38356480000002,41.85949074,24.7784188,23.80299145,-18.74528169,155.8627193,133.67370490000002,66.0,36.29770833,-1.143016432,-3.192323944,-5.047664319,-7.724014083999999,-10.15165493,-1.433779343,-4.000164319,-5.349460093999999,-8.058368545,-10.75721831,2848.388998,2848.388998,1027.2,414.0102564,11.767000000000001,17.57111458,5.984576291000001,0.304163401,0.18572566100000001,351.80449,0.279132867,0.31701627600000004,0.250761647,0.367719841,-0.007396443000000001,17039
17,2001,ILLINOIS,CENTRAL,DE WITT,158.0,2.04,575.3665017999999,575.3665017999999,100.0,67.5,5.0,24.97736508,3.0,3.310351967,115.2218426,27.71346939,164.8560544,26.85653061,25.64835391,25.42375,-20.41926156,217.47393650000004,51.0,54.2,35.6787381,-0.6838716359999999,-2.879026915,-5.307122153,-7.655458937000001,-10.07351277,-1.736922015,-3.1878122839999996,-6.121269841,-8.093464458,-9.865407177,3356.7879420000004,3356.7879420000004,837.15,101.0,11.71556254,17.60735136,5.900363699,0.300213667,0.17362364100000002,236.3251656,0.298298944,0.30474469600000004,0.20547754,0.334626849,0.00530321,17039
18,2000,ILLINOIS,CENTRAL,DE WITT,160.0,1.91,561.4632836000001,561.4632836000001,94.0,64.0,7.5,39.67051282,9.0,11.27644928,121.20833329999999,40.37899061,173.9329812,15.49366197,4.0,25.88162393,-22.96774155,276.3230769,203.0,53.85,35.954906099999995,-1.637173913,-3.028586957,-5.535676327999999,-7.788913044,-10.61865942,-1.030845411,-3.323466184,-6.531062802,-8.24884058,-10.43565217,2747.107264,2747.107264,843.95,780.0,11.23302488,17.105276999999997,5.450051932,0.323560882,0.177783208,240.1532653,0.280933182,0.290467272,0.181221697,0.342966738,0.00880714,17039
19,2020,ILLINOIS,CENTRAL,LOGAN,210.7,4.35,549.5,549.5,112.0,71.75,8.0,11.66666667,5.333333333,1.0,122.0,18.0,161.0,25.0,32.0,21.33333333,-21.1,76.0,79.66666667,73.325,34.4,0.0,-2.8,-7.8,-7.8,-9.4,-1.1,-4.4,-4.4,-8.9,-8.9,3070.4,3070.4,950.74,345.6666667,11.64,17.41,5.86,0.316894739,0.184477642,377.9157507,0.299633103,0.30728448,0.268694398,0.378176028,-0.00096896,17107
20,2019,ILLINOIS,CENTRAL,LOGAN,194.2,3.55,619.8943262,619.8943262,130.0,77.66666667,11.0,32.91965812,10.19929078,8.055420466000001,131.122695,39.87553191,156.1046099,21.82659574,32.33333333,25.66666667,-27.30222898,225.96025640000002,151.7475177,66.76666667,34.8212766,-0.9886322190000001,-3.789463019,-6.515663627,-8.399432624,-10.76079027,-1.1345694020000001,-3.210162107,-7.5725835870000004,-9.96301925,-11.24740628,3350.6209289999997,3350.6209289999997,1109.866667,746.6340425,10.82742908,16.21908865,5.434207700000001,0.345625566,0.189088504,438.69012879999997,0.327578877,0.348358054,0.289833583,0.36935844100000004,0.014714223,17107
21,2018,ILLINOIS,CENTRAL,LOGAN,236.2,3.62,660.9,660.9,120.0,78.0,11.66666667,21.0,6.0,12.0,143.0,31.0,167.0,26.0,45.0,29.66666667,-26.1,102.0,100.5,86.53333333,34.4,0.0,-3.3,-6.1,-8.3,-9.4,-2.8,-2.8,-5.6,-7.8,-18.3,3275.4,3275.4,1111.45,439.0,10.9,16.67,5.13,0.313429491,0.189599248,262.8478865,0.30120258,0.30531493600000004,0.209540649,0.3467761,0.007536195999999999,17107
22,2017,ILLINOIS,CENTRAL,LOGAN,213.0,3.41,529.6,529.6,110.2,60.0,6.8,13.33333333,3.333333333,8.0,103.0,25.0,176.0,20.0,28.33333333,31.0,-22.2,85.0,82.0,52.08,34.4,-5.6,-5.6,-5.6,-7.8,-9.4,0.0,-2.2,-4.4,-8.3,-10.0,2655.3,2655.3,812.6,267.3333333,12.05,18.06,6.03,0.34177267100000003,0.182197798,458.21790889999994,0.263107798,0.28805468100000003,0.21903874899999998,0.359776614,0.002410529,17107
23,2016,ILLINOIS,CENTRAL,LOGAN,219.4,3.43,667.6,667.6,109.5,74.0,6.75,17.0,6.0,4.0,105.0,29.0,172.0,20.0,35.66666667,32.66666667,-21.1,76.0,84.0,50.025,33.9,-0.6,-2.8,-5.6,-7.8,-12.2,-0.6,-3.9,-4.4,-8.9,-8.9,2740.1,2740.1,918.05,383.0,12.34,17.96,6.73,0.32595103,0.199395035,387.6643815,0.30886284399999997,0.315082617,0.27544518,0.36404987200000005,0.001231602,17107
24,2015,ILLINOIS,CENTRAL,LOGAN,172.8,3.69,538.5,538.5,127.7142857,72.0,12.0,28.0,8.0,13.0,117.0,36.0,168.0,14.0,26.33333333,21.33333333,-22.2,135.0,135.0,62.92857143,35.0,-3.3,-3.3,-5.6,-7.8,-11.1,0.0,-3.9,-8.3,-8.3,-20.6,3482.7,3482.7,1154.3714289999998,460.0,11.26,17.13,5.39,0.29384718,0.180037942,365.850176,0.30710617100000004,0.338903664,0.287278187,0.357849399,0.00712466,17107
25,2014,ILLINOIS,CENTRAL,LOGAN,230.8,3.71,449.8,449.8,120.125,67.625,11.625,55.44017094,12.2797619,19.0,141.0,58.0,153.0,7.0,24.66666667,25.66666667,-26.7,301.1666667,170.23849209999997,71.4,34.4,-0.6,-2.2,-4.4,-6.7,-9.4,0.0,-2.8,-10.6,-10.6,-10.6,3740.7,3740.7,1090.675,973.8170635,9.33,15.05,3.62,0.291386241,0.16830125899999998,340.023137,0.30413335399999997,0.31354740000000003,0.206430878,0.35788202399999997,0.034878697,17107
26,2013,ILLINOIS,CENTRAL,LOGAN,198.1,4.52,512.1,512.1,108.0,64.9,8.4,23.0,7.0,1.0,142.0,39.0,157.0,17.0,17.0,16.33333333,-19.4,229.0,132.0,53.47,35.6,-3.3,-3.3,-6.7,-6.7,-8.9,-0.6,-4.4,-4.4,-9.4,-9.4,3285.0,3285.0,924.61,647.0,10.27,15.98,4.56,0.331749703,0.191496745,365.151521,0.319090284,0.32640752300000003,0.210521049,0.358755139,0.019249449,17107
27,2012,ILLINOIS,CENTRAL,LOGAN,96.5,6.87,626.2,626.2,95.0,54.0,4.875,11.0,5.0,1.0,120.0,16.0,186.0,48.0,14.0,16.33333333,-17.8,76.0,83.0,55.975,38.9,0.0,-2.2,-6.1,-6.7,-8.9,-3.3,-3.3,-5.6,-9.4,-9.4,2581.9,2581.9,639.1125,280.0,12.58,19.28,5.87,0.345731644,0.19590068800000002,351.11391910000003,0.275625788,0.290974043,0.200154787,0.34912078399999996,-0.019012531000000003,17107
28,2011,ILLINOIS,CENTRAL,LOGAN,173.4,6.25,583.6,583.6,120.2,74.6,5.4,33.0,6.0,6.0,117.0,32.0,154.0,27.0,14.33333333,14.0,-22.2,279.0,262.5,45.72,37.8,-1.1,-2.2,-5.0,-7.2,-8.9,-1.7,-2.8,-5.6,-10.0,-10.0,3303.2,3303.2,879.14,559.5,11.25,16.92,5.59,0.305860512,0.18126193699999998,320.3414733,0.31621756100000004,0.33072918100000004,0.19174698199999998,0.35885166799999996,0.024453328,17107
29,2010,ILLINOIS,CENTRAL,LOGAN,155.7,5.24,635.8,635.8,113.8,73.6,10.0,59.0,10.0,9.0,128.0,55.0,176.0,27.0,3.0,7.0,-26.7,178.0,129.5,70.56,35.6,-0.6,-2.2,-5.0,-6.7,-11.7,-2.2,-2.2,-5.6,-6.7,-8.9,3300.4,3300.4,1068.68,581.0,10.85,16.69,5.01,0.299094144,0.18220316399999997,288.3199547,0.334713511,0.36315609200000004,0.343814069,0.38714655200000003,0.030822392999999997,17107
30,2009,ILLINOIS,CENTRAL,LOGAN,188.0,3.53,357.4,357.4,136.0,82.0,16.0,20.0,7.5,7.0,121.0,40.0,149.0,9.0,4.333333333,4.333333333,-26.7,89.0,82.5,67.75,35.0,0.0,-2.2,-5.0,-10.0,-10.0,-1.7,-2.2,-5.6,-6.7,-12.8,3309.5,3309.5,1276.26,497.0,10.33,15.86,4.8,0.327549101,0.191923046,261.3351003,0.331388456,0.363744423,0.276409296,0.35814819999999997,0.022884942000000002,17107
31,2008,ILLINOIS,CENTRAL,LOGAN,188.0,4.01,427.8,427.8,129.0,81.66666667,16.66666667,26.66666667,7.333333333,8.0,131.0,43.0,156.0,6.0,29.5,20.5,-23.9,194.66666669999998,169.33333330000002,94.43333333,33.9,-0.6,-2.8,-4.4,-7.8,-10.6,-2.2,-2.2,-6.1,-11.1,-11.1,3178.443056,3178.443056,1357.5,617.3333332999999,9.99,15.8,4.19,0.32333655699999997,0.17998966100000002,298.99566830000003,0.32748155,0.330945854,0.253078292,0.34994665799999997,0.020616705,17107
32,2007,ILLINOIS,CENTRAL,LOGAN,197.0,4.09,737.8668315,737.8668315,108.66666670000001,71.66666667,5.0,27.33333333,8.666666667000001,6.842750532999999,120.7654584,36.69609788,184.1271495,39.04001323,21.5,16.5,-20.71268657,279.3333333,179.33333330000002,48.26666667,36.80016534,-0.9448116559999999,-3.30387349,-5.55115494,-7.268362193,-10.859195399999999,-1.021695096,-3.1646055439999996,-5.597583511,-7.802238806,-10.44868515,3108.6,3108.6,851.1333332999999,705.3333332999999,12.15767768,18.07343254,6.26797086,0.309460171,0.183979036,262.9950905,0.276969154,0.293935883,0.217082918,0.341823005,-0.005678145999999999,17107
33,2006,ILLINOIS,CENTRAL,LOGAN,171.0,3.07,569.3,569.3,110.66666670000001,70.66666667,9.666666667000001,13.33333333,4.0,2.0,110.0,13.0,160.0,22.0,33.5,25.0,-18.9,76.33333333,80.33333333,67.3,35.6,-0.6,-3.3,-8.3,-8.3,-10.0,-2.2,-2.2,-5.0,-6.7,-8.9,2898.2,2898.2,923.2666667000001,263.0,12.03,17.88,6.17,0.332505058,0.191227265,240.5989392,0.28589104600000004,0.310682765,0.221148173,0.34801599299999997,-0.003119163,17107
34,2005,ILLINOIS,CENTRAL,LOGAN,144.0,2.08,647.5,647.5,103.5,65.0,7.0,31.0,6.5,3.0,118.0,34.0,173.0,43.0,38.5,20.5,-19.4,139.5,123.5,50.55,37.8,-0.6,-2.8,-7.2,-7.2,-10.0,-1.1,-3.3,-4.4,-6.7,-8.9,3048.0,3048.0,775.85,546.0,11.55,17.66,5.44,0.311459266,0.182425673,336.0106697,0.285388829,0.319973388,0.22468855899999998,0.36540932,0.005119312,17107
35,2004,ILLINOIS,CENTRAL,LOGAN,188.0,2.14,429.1,429.1,111.33333329999999,70.66666667,8.666666667000001,21.33333333,5.666666667,6.0,125.0,32.0,167.0,9.0,38.5,30.5,-25.6,93.33333333,107.0,52.83333333,33.9,-1.1,-2.2,-8.9,-8.9,-8.9,-1.1,-2.2,-7.8,-7.8,-9.4,3086.7,3086.7,993.3666667000001,355.0,10.95,17.05,4.86,0.30196191899999997,0.18116028899999997,252.59974669999997,0.287803792,0.313068547,0.22960236399999998,0.357847414,0.0003802,17107
36,2003,ILLINOIS,CENTRAL,LOGAN,189.0,2.42,432.8,432.8,106.33333329999999,62.0,7.333333333,31.0,10.33333333,5.0,127.0,41.0,166.0,17.0,58.5,32.0,-25.6,101.66666670000001,104.33333329999999,108.46666670000002,37.8,-3.3,-3.3,-4.4,-6.7,-11.1,0.0,-2.2,-4.4,-9.4,-9.4,3407.3,3407.3,919.8666667000001,570.3333332999999,10.45,16.65,4.25,0.291418374,0.167179557,244.2816098,0.28359060399999997,0.287685028,0.174751341,0.36497597600000004,0.001937775,17107
37,2002,ILLINOIS,CENTRAL,LOGAN,153.0,2.35,650.9,650.9,104.33333329999999,70.66666667,12.66666667,11.66666667,3.333333333,2.0,133.0,22.0,155.0,36.0,49.5,36.0,-18.3,152.33333330000002,157.33333330000002,100.16666670000001,36.1,-3.3,-3.3,-4.4,-6.7,-8.9,-5.0,-5.0,-5.0,-6.7,-9.4,2933.9,2933.9,1139.166667,364.3333333,11.33,17.39,5.27,0.297937645,0.183827932,325.29332939999995,0.279755675,0.31254182399999997,0.243454908,0.365570961,-0.01387267,17107
38,2001,ILLINOIS,CENTRAL,LOGAN,151.0,2.04,538.4,538.4,116.66666670000001,72.33333333,8.0,23.0,3.333333333,4.0,117.0,24.0,168.0,27.0,44.0,34.5,-20.0,178.0,75.66666667,54.93333333,35.6,0.0,-3.3,-6.7,-6.7,-10.6,-2.2,-2.2,-7.2,-7.2,-9.4,3310.2,3310.2,900.3333332999998,229.66666669999998,11.43,17.64,5.21,0.304118423,0.175461952,224.3314232,0.298153736,0.300834677,0.19848794399999997,0.331648577,-0.000477791,17107
39,2000,ILLINOIS,CENTRAL,LOGAN,163.0,1.91,504.9,504.9,111.5,66.5,7.5,35.5,9.5,16.0,131.0,41.0,179.0,15.0,45.0,26.5,-23.9,203.0,130.5,76.2,35.6,-1.7,-2.2,-4.4,-8.3,-11.1,0.0,-2.2,-4.4,-7.2,-10.6,2927.6,2927.6,913.9,764.0,10.83,16.97,4.69,0.322388899,0.17595617600000002,247.73720809999998,0.27135169600000003,0.277250254,0.17116890399999998,0.338511213,0.007992072,17107
40,2020,ILLINOIS,CENTRAL,MACON,210.3,4.35,604.4,604.4,120.33333329999999,73.33333333,9.666666667000001,11.0,4.0,1.0,105.0,17.5,155.5,23.0,106.0,27.33333333,-19.1,76.0,79.0,52.06666667,33.85,-0.5,-4.15,-5.55,-7.2,-11.9,-1.1,-3.0,-6.9,-8.0,-10.8,2993.2,2993.2,988.7666667000001,320.0,12.04,17.16,6.915,0.33852096600000003,0.18993396399999998,361.15222539999996,0.308229123,0.318269935,0.27994393100000003,0.380197901,-0.006320861999999999,17115
41,2019,ILLINOIS,CENTRAL,MACON,204.4,3.55,666.85,666.85,128.0,81.5,11.0,32.0,9.0,4.0,121.5,34.0,156.5,18.0,74.33333333,31.33333333,-26.65,229.0,198.0,63.1,34.7,0.0,-3.0,-4.65,-8.55,-10.25,-0.8,-3.0,-9.1,-13.0,-13.0,3208.05,3208.05,1185.15,597.0,11.415,16.45,6.385,0.35860983399999996,0.203150854,430.2372545,0.33518169800000003,0.34708883799999996,0.28051545899999997,0.36629535,0.010822479,17115
42,2018,ILLINOIS,CENTRAL,MACON,239.9,3.62,801.2,801.2,122.0,70.66666667,9.666666667000001,23.5,6.0,7.0,131.0,31.5,162.5,32.0,82.33333333,31.33333333,-25.25,76.0,76.0,66.1,35.85,-0.8,-4.1,-5.5,-8.0,-9.4,-0.55,-3.0,-5.5,-9.4,-11.35,3105.8,3105.8,1015.533333,394.5,11.665,16.845,6.485,0.344866605,0.196114648,304.8443598,0.306725796,0.31478812300000003,0.220689795,0.35371031,0.014460778999999998,17115
43,2017,ILLINOIS,CENTRAL,MACON,216.5,3.41,615.95,615.95,112.33333329999999,61.66666667,8.666666667000001,19.0,7.0,3.5,92.5,24.5,172.5,23.0,71.0,34.33333333,-20.25,76.0,71.0,71.9,35.0,-1.1,-2.45,-6.65,-6.9,-9.65,-0.5,-2.45,-9.1,-9.1,-10.25,2479.5,2479.5,864.4666667000001,314.0,12.725,18.095,7.355,0.362407441,0.19211025899999998,496.14001720000005,0.27213896600000004,0.299442702,0.232327687,0.36752938700000004,-0.001414901,17115
44,2016,ILLINOIS,CENTRAL,MACON,214.9,3.43,777.0,777.0,115.5,60.0,7.5,26.80833333,5.933695652000001,2.0,90.0,25.0,179.0,32.0,74.0,34.33333333,-18.8,120.34166670000002,105.5134058,54.6,35.0,-1.6,-4.3,-6.0,-7.1,-11.6,-1.0,-2.7,-5.5,-7.7,-9.3,2542.35,2542.35,859.45,409.6130435,13.1,18.52,7.67,0.343684844,0.200152489,380.95025719999995,0.306958839,0.322727663,0.278178196,0.36690040700000004,0.000721246,17115
45,2015,ILLINOIS,CENTRAL,MACON,207.5,3.69,612.3,612.3,118.33333329999999,71.66666667,10.0,47.35042735,9.140079365,7.5,99.0,35.5,169.0,14.5,82.0,27.33333333,-21.9,255.8247863,178.86944440000002,71.2,35.0,-0.55,-2.45,-6.35,-7.45,-9.4,-1.35,-4.65,-6.9,-6.9,-20.5,3284.75,3284.75,1039.733333,758.2142857000001,11.98,17.285,6.67,0.31996436300000003,0.181582386,338.5528784,0.30781190399999997,0.33844062799999997,0.294995218,0.349393237,0.009114063,17115
46,2014,ILLINOIS,CENTRAL,MACON,236.0,3.71,508.5,508.5,118.33333329999999,77.33333333,9.0,55.44017094,12.2797619,13.5,131.0,52.0,153.5,7.0,81.33333333,22.33333333,-24.1,301.1666667,170.23849209999997,73.93333333,33.6,0.0,-4.1,-5.8,-6.9,-9.1,-0.25,-3.0,-9.35,-9.35,-9.35,3495.65,3495.65,1135.666667,973.8170635,10.0,15.135,4.865,0.314142515,0.184583995,311.73352289999997,0.31027525300000003,0.320616344,0.226708847,0.36016001,0.030277454,17115
