yield,price_received,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,DYFG,DYTS,EMNT,EMSD,EMSN,EMXP,EMXT,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,NDVI,EVI
62.2,11.6,584.3,584.3,108.0,67.5,9.75,17.53521505382258,6.142051282107693,2.0,134.0,22.0,152.0,24.0,4.0,17.467514124067797,-24.4,84.25322580741935,84.78692307738461,158.825,35.6,0.0,-3.3,-7.2,-7.2,-10.0,-1.7,-4.4,-4.4,-6.7,-12.2,3229.6,3229.6,1062.75,393.04153846307696,11.23,17.0,5.47,0.347190638,0.207702222
65.0,11.6,530.275,530.275,116.6923077,73.23076923,9.615384615,11.0,5.5,2.0,128.5,18.75,155.25,16.75,94.8,23.33333333,-21.15,76.0,78.0,72.70769231,34.075,-1.425,-2.725,-5.25,-7.175,-11.55,-1.725,-3.05,-5.075,-7.9,-10.225,3158.2,3158.2,1046.933333,363.75,11.335,16.985,5.685,0.31661751,0.176147485
55.4,11.6,454.0,454.0,85.0,70.0,7.0,14.0,6.0,2.0,136.0,28.0,151.0,11.0,27.772916666671875,17.467514124067797,-21.1,102.0,102.0,52.1,33.9,-2.8,-2.8,-7.2,-7.2,-8.9,-3.3,-3.3,-4.4,-6.7,-9.4,3391.8,3391.8,883.8,304.0,10.49,16.15,4.83,0.291862667,0.17202000899999997
59.0,11.6,590.665322582258,590.665322582258,122.5,68.0,6.0,17.53521505382258,6.142051282107693,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,27.772916666671875,17.467514124067797,-19.615053763387092,84.25322580741935,84.78692307738461,64.0,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,834.7,393.04153846307696,11.766706989145167,17.304682539682535,6.2663440860483846,0.301447207,0.168897455
54.0,11.6,552.4,552.4,109.8,69.2,8.8,23.33333333,7.333333333,1.0,128.0,16.0,149.0,21.0,59.0,9.5,-21.7,97.33333333,92.33333333,87.04,34.4,-0.6,-5.0,-5.0,-6.7,-13.9,-1.7,-2.8,-5.0,-8.9,-8.9,3062.7,3062.7,973.2,537.0,11.28,16.56,6.0,0.334395172,0.19447621699999998
55.1,11.6,578.8,578.8,109.0,68.5,11.5,17.0,7.0,1.0,115.0,26.0,138.0,16.0,11.0,5.0,-18.9,84.66666667,85.5,74.15,37.8,0.0,-6.1,-6.1,-11.1,-11.1,0.0,-2.2,-8.3,-8.3,-9.4,3316.6,3316.6,1007.6,403.5,11.34,15.85,6.82,0.298279225,0.167221835
70.5,11.6,590.665322582258,590.665322582258,113.6666667,70.66666667,8.333333332999999,11.0,4.0,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,43.0,21.0,-19.615053763387092,76.0,79.0,47.33333333,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,918.1333333,320.0,11.766706989145167,17.304682539682535,6.2663440860483846,0.307166451,0.165729897
60.7,11.6,546.6666667000002,546.6666667000002,125.2857143,78.71428571,11.71428571,13.0,4.0,1.333333333,119.0,16.66666667,158.33333330000005,17.66666667,64.0,30.0,-21.63333333,76.0,86.0,66.58571429,34.06666667,-1.3,-2.4,-7.033333333,-7.966666667,-10.0,-2.0333333330000003,-2.6,-5.0,-7.066666667000001,-10.53333333,3059.166667,3059.166667,1095.385714,314.0,11.63,17.18666667,6.0766666670000005,0.33949731899999996,0.193649734
57.4,11.6,655.7,655.7,108.0,78.0,16.0,2.0,1.0,0.0,116.0,10.0,167.0,30.0,17.0,10.0,-17.2,25.0,25.0,102.1,35.0,-1.1,-2.8,-5.6,-7.2,-13.3,-1.1,-2.2,-5.0,-7.2,-11.7,2839.3,2839.3,1257.7,45.0,12.51,18.45,6.57,0.37371698600000003,0.231595128
51.5,11.6,715.1,715.1,117.0,83.5,17.5,1.0,1.0,0.0,99.0,7.0,169.0,43.0,16.0,10.0,-15.0,25.0,25.0,94.5,36.7,-1.1,-3.9,-5.0,-7.2,-13.3,-0.6,-3.3,-6.7,-6.7,-10.6,2709.9,2709.9,1450.0,25.0,13.13,19.1,7.16,0.41873182600000003,0.250291374
65.5,11.6,643.1,643.1,118.0,70.0,15.0,5.0,3.0,1.0,100.0,11.5,160.0,21.0,69.0,17.0,-18.2,51.0,38.0,90.7,34.75,-0.5,-3.8,-4.9,-11.0,-11.0,-0.5,-3.8,-7.7,-7.7,-9.9,2852.1,2852.1,1285.1,135.0,12.49,18.17,7.39,0.349933125,0.205251498
55.4,11.6,674.9,674.9,115.0,75.0,15.0,17.53521505382258,6.142051282107693,0.0,118.0,12.0,163.0,36.0,12.0,5.0,-15.6,84.25322580741935,84.78692307738461,73.4,35.0,-0.6,-2.2,-5.6,-6.7,-12.2,0.0,-3.3,-5.0,-6.7,-9.4,2869.7,2869.7,1243.2,393.04153846307696,12.47,18.32,6.61,0.408554711,0.257418003
55.6,11.6,655.7,655.7,108.0,78.0,16.0,2.0,1.0,0.0,116.0,10.0,167.0,30.0,17.0,10.0,-17.2,25.0,25.0,102.1,35.0,-1.1,-2.8,-5.6,-7.2,-13.3,-1.1,-2.2,-5.0,-7.2,-11.7,2839.3,2839.3,1257.7,45.0,12.51,18.45,6.57,0.373156841,0.227242097
66.0,11.6,586.5,586.5,112.0,72.0,13.0,8.0,5.0,2.0,122.0,19.0,154.0,17.0,14.0,32.0,-19.4,51.0,76.0,69.3,33.3,0.0,-5.6,-5.6,-6.7,-13.9,0.0,-3.3,-7.2,-7.2,-9.4,3085.0,3085.0,1102.4,262.0,11.75,16.89,6.6,0.3202917,0.174644825
59.9,11.6,474.3,474.3,107.0,65.0,13.0,6.0,1.0,2.0,125.0,16.0,156.0,7.0,9.0,2.0,-18.9,25.0,30.0,97.5,32.8,-0.6,-2.2,-5.0,-6.7,-13.9,0.0,-2.2,-5.0,-7.2,-11.7,3073.2,3073.2,1281.55,68.0,11.24,16.77,5.7,0.335820954,0.194184629
57.0,11.6,590.665322582258,590.665322582258,112.6666667,77.66666667,13.33333333,2.0,2.0,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,2.5,4.0,-19.615053763387092,51.0,38.0,85.6,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,1222.333333,66.0,11.766706989145167,17.304682539682535,6.2663440860483846,0.395923687,0.24389952199999998
53.5,11.6,532.4,532.4,112.0,76.0,17.0,10.0,3.0,2.0,119.0,16.0,161.0,15.0,64.0,25.0,-17.8,51.0,36.0,91.9,33.3,-2.2,-2.2,-6.1,-6.7,-13.9,-1.7,-2.2,-4.4,-7.8,-17.8,3057.6,3057.6,1213.8,166.0,11.62,17.25,5.99,0.398744314,0.24432482600000002
53.6,11.6,645.8,645.8,119.0,80.0,14.0,1.0,1.0,0.0,97.0,10.0,161.0,15.0,11.0,37.0,-15.0,25.0,28.0,63.5,33.3,0.0,-2.2,-4.4,-6.7,-10.0,0.0,-3.3,-5.0,-6.7,-10.6,2709.9,2709.9,1240.45,62.0,12.9,18.03,7.76,0.37136377600000003,0.231254383
56.9,11.6,590.665322582258,590.665322582258,116.75,76.25,16.0,1.0,0.0,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,64.33333333,24.5,-19.615053763387092,25.0,23.0,100.95,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,1342.3,37.0,11.766706989145167,17.304682539682535,6.2663440860483846,0.404477311,0.253924311
53.9,11.6,701.15,701.15,121.0,76.5,15.5,17.53521505382258,6.142051282107693,0.0,99.0,10.0,167.5,28.5,19.0,22.0,-15.25,84.25322580741935,84.78692307738461,64.8,34.7,-1.15,-3.6,-4.7,-10.55,-10.55,-0.85,-3.3,-5.85,-8.05,-9.7,2639.75,2639.75,1212.4,393.04153846307696,12.965,18.535,7.395,0.459892398,0.270562683
63.9,11.6,698.2,698.2,101.5,65.0,11.0,7.0,2.5,2.0,106.0,17.0,165.0,28.0,16.0,6.0,-18.9,63.5,53.0,78.35,35.0,-1.7,-2.2,-5.0,-7.2,-16.1,-1.1,-3.9,-4.4,-8.3,-10.6,2983.7,2983.7,1131.7,127.0,12.36,17.83,6.88,0.32673475399999996,0.18335176600000003
53.2,11.6,630.4,630.4,123.0,85.0,14.0,2.0,0.0,0.0,103.0,12.0,166.0,23.0,27.772916666671875,17.467514124067797,-14.4,25.0,13.0,89.7,34.4,-0.6,-5.6,-5.6,-7.8,-12.2,-0.6,-3.3,-5.6,-6.7,-10.0,2763.0,2763.0,1355.5,37.0,12.68,18.41,6.96,0.401302593,0.253123903
59.3,11.6,604.2,604.2,106.8333333,76.5,13.66666667,7.666666667,2.0,2.0,113.0,16.5,159.5,22.0,17.0,8.25,-18.35,42.33333333,37.33333333,88.98333333,33.85,-2.2,-2.75,-5.0,-6.95,-13.85,-1.15,-2.75,-6.95,-6.95,-11.7,2911.366667,2911.366667,1224.55,107.6666667,12.09,17.585,6.59,0.35412375700000004,0.223335614
52.1,11.6,590.665322582258,590.665322582258,106.0,70.0,10.5,45.0,10.0,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,27.772916666671875,17.467514124067797,-19.615053763387092,152.0,127.0,56.4,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,942.7,621.0,11.766706989145167,17.304682539682535,6.2663440860483846,0.373734776,0.22055297699999998
55.1,11.6,610.1,610.1,119.1666667,70.33333333,7.666666667,33.5,10.5,2.0,138.0,21.0,152.0,22.0,8.0,7.0,-21.7,114.5,118.5,64.48333333,35.0,-0.6,-2.2,-5.0,-7.2,-12.2,-1.1,-4.4,-4.4,-7.8,-10.6,3332.7,3332.7,965.8571429,711.0,11.12,16.47,5.77,0.330167153,0.18152348199999999
54.9,11.6,472.9666667,472.9666667,118.4166667,69.91666667,10.5,31.6,11.66666667,2.333333333,146.66666669999995,27.0,145.33333330000005,16.66666667,78.5,25.0,-22.73333333,104.2,96.0,76.425,34.23333333,-0.3666666670000001,-2.5333333330000003,-4.766666667,-8.1,-11.8,-0.7333333329999999,-2.933333333,-5.133333333,-8.3,-11.1,3513.3,3513.3,1029.333333,755.3333332999998,10.23,15.71333333,4.746666667,0.45203256799999997,0.26600709
56.6,11.6,590.665322582258,590.665322582258,119.5,74.5,7.0,33.0,14.0,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,27.772916666671875,17.467514124067797,-19.615053763387092,127.0,142.0,73.05,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,969.65,964.0,11.766706989145167,17.304682539682535,6.2663440860483846,0.374386192,0.21674771399999998
50.7,11.6,425.35,425.35,116.4444444,72.55555556,12.11111111,40.66666667,10.0,2.0,146.0,29.5,135.5,11.0,60.0,23.33333333,-21.65,139.33333330000002,105.0,69.07777778,34.7,-0.3,-3.55,-4.65,-6.9,-12.2,-0.3,-3.85,-5.25,-8.25,-9.95,3657.266667,3657.266667,1061.4,717.0,9.735,14.825,4.635,0.19258867,0.112459611
51.6,11.6,481.5,481.5,116.375,70.875,12.0,50.0,10.0,3.0,154.0,27.0,142.0,27.0,13.0,13.0,-23.9,194.6666667,123.6666667,57.2125,36.1,-1.1,-3.3,-5.0,-6.7,-11.1,-0.6,-3.3,-6.7,-6.7,-12.2,3599.2,3599.2,1048.625,659.0,9.93,15.65,4.21,0.43487827100000004,0.24543368
53.6,11.6,531.2,531.2,118.3529412,73.58823529,8.764705882000001,21.75,10.4,1.5,135.0,25.5,147.0,17.5,5.666666667,7.0,-21.7,114.5,116.4,67.47647059,34.7,0.0,-3.3,-5.25,-7.2,-11.95,-2.2,-2.2,-5.85,-8.65,-10.6,3345.0,3345.0,1011.452632,728.2,10.795,16.045,5.545,0.41212251299999997,0.24786170600000001
63.7,11.6,518.1666667,518.1666667,90.33333333,68.0,8.666666667000001,29.0,10.66666667,4.0,138.66666669999998,26.0,146.33333330000005,18.66666667,15.0,31.0,-23.33333333,127.0,118.6666667,44.96666667,34.43333333,-0.566666667,-3.3,-6.133333333,-7.766666667000001,-11.5,-1.833333333,-3.5,-5.166666667,-11.3,-11.3,3446.666667,3446.666667,926.0666667000003,785.0,10.49,16.03,4.956666667,0.352365449,0.20279140199999998
67.0,11.6,590.665322582258,590.665322582258,109.6666667,65.66666667,10.66666667,17.53521505382258,15.0,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,6.0,15.0,-19.615053763387092,84.25322580741935,203.0,57.5,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3486.0,3486.0,955.0666667000003,929.0,11.766706989145167,17.304682539682535,6.2663440860483846,0.376047879,0.22859001899999998
61.2,11.6,500.5,500.5,108.6,65.8,10.2,32.0,10.5,3.5,140.5,31.5,151.0,18.5,27.772916666671875,11.0,-22.5,178.0,147.5,64.76,34.45,-0.3,-3.6,-6.4,-6.95,-9.15,-1.1,-2.5,-5.0,-11.15,-11.15,3453.7,3453.7,940.6666667000003,775.5,10.475,15.895,5.055,0.36262348299999997,0.21289171199999998
58.3,11.6,418.9,418.9,105.4,66.2,11.8,64.5,12.33333333,6.0,155.66666669999995,41.33333333,137.66666669999998,14.0,7.0,13.0,-26.46666667,216.0,227.0,59.6,33.9,-0.3666666670000001,-2.566666667,-6.8666666670000005,-7.6,-9.066666667,-2.0333333330000003,-3.333333333,-6.3,-8.533333333,-12.56666667,3706.033333,3706.033333,1026.7,923.6666667000003,9.406666667,14.96666667,3.84,0.46262849799999994,0.28670486
63.7,11.6,438.0,438.0,98.4,70.2,10.8,35.0,11.5,4.0,149.0,37.5,146.5,12.0,12.5,18.0,-23.05,135.66666669999998,111.25,68.36,34.4,-1.7,-2.75,-5.8,-7.5,-10.55,-1.65,-3.3,-4.4,-10.85,-10.85,3733.0,3733.0,1017.48,704.75,9.745,15.17,4.315,0.34604130299999997,0.183064192
58.4,11.6,553.1,553.1,99.0,63.33333333,11.0,26.0,10.0,3.0,132.0,26.0,153.5,20.0,27.772916666671875,17.467514124067797,-22.5,102.0,157.0,53.93333333,35.55,-0.3,-3.3,-6.15,-6.7,-10.55,-0.3,-3.85,-6.35,-9.7,-12.2,3364.0,3364.0,914.3666667,717.0,10.8,16.12,5.475,0.383498057,0.23108388800000002
60.9,11.6,590.665322582258,590.665322582258,107.0,71.0,13.0,17.53521505382258,15.0,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,27.772916666671875,17.467514124067797,-19.615053763387092,84.25322580741935,127.0,48.5,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,998.4,931.0,11.766706989145167,17.304682539682535,6.2663440860483846,0.38303965700000003,0.221462088
60.6,11.6,553.1,553.1,120.0,74.0,10.0,26.0,11.0,2.0,121.0,17.0,158.0,23.0,11.0,40.0,-21.7,102.0,71.0,52.8,33.9,0.0,-2.2,-5.6,-7.2,-12.8,-2.2,-2.2,-4.4,-11.1,-11.1,3159.6,3159.6,973.3,654.0,11.53,17.02,6.04,0.36142786200000004,0.223171912
60.2,11.6,553.6333333,553.6333333,105.6,62.8,10.8,17.53521505382258,7.666666667,3.333333333,129.3333333,26.0,149.25,21.75,152.0,43.0,-22.2,84.25322580741935,162.33333330000005,66.06,35.0,0.0,-2.933333333,-5.366666667,-7.566666667000001,-12.0,-0.3666666670000001,-3.833333333,-8.866666667,-10.9,-10.9,3283.133333,3283.133333,991.4,670.6666667000002,10.91333333,16.1725,5.666666667,0.428218425,0.260196733
63.1,11.6,401.8,401.8,108.75,67.5,10.5,54.5,14.5,3.0,156.0,38.0,137.0,11.0,13.0,17.467514124067797,-23.9,222.0,220.0,53.575,33.3,-0.6,-4.4,-4.4,-8.3,-8.9,-2.2,-2.2,-5.0,-11.1,-11.1,3740.2,3740.2,1005.94,923.0,9.23,14.67,3.79,0.36831890700000003,0.234526825
55.7,11.6,562.5,562.5,112.0,70.33333333,9.666666667000001,39.0,10.5,2.0,124.0,23.0,148.0,23.0,82.0,34.5,-23.2,180.0,123.5,51.8,35.0,-1.0,-3.2,-6.0,-7.1,-13.2,-1.6,-4.9,-4.9,-11.0,-11.0,3445.4,3445.4,962.2333333,682.5,10.78,16.23,5.34,0.41342566299999994,0.262547139
53.8,11.6,590.665322582258,590.665322582258,111.60428871277108,73.1034466027711,11.402877357204817,17.53521505382258,6.142051282107693,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,27.772916666671875,17.467514124067797,-19.615053763387092,84.25322580741935,84.78692307738461,72.67776625843373,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,1093.6986275882352,393.04153846307696,11.766706989145167,17.304682539682535,6.2663440860483846,0.44023546,0.29067636
50.4,11.6,804.9,804.9,130.0,87.0,11.0,17.53521505382258,6.142051282107693,1.0,95.0,11.0,171.0,23.0,2.0,24.0,-18.3,84.25322580741935,84.78692307738461,83.55,34.4,0.0,-4.4,-4.4,-6.7,-11.1,-1.7,-2.2,-5.6,-7.2,-18.3,3052.657017561404,3052.657017561404,1326.5,393.04153846307696,13.56,18.65,8.46,0.527340075,0.305314313
56.6,11.6,590.665322582258,590.665322582258,111.60428871277108,73.1034466027711,11.402877357204817,17.53521505382258,6.142051282107693,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,27.772916666671875,17.467514124067797,-19.615053763387092,84.25322580741935,84.78692307738461,72.67776625843373,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,1093.6986275882352,393.04153846307696,11.766706989145167,17.304682539682535,6.2663440860483846,0.442048512,0.253387647
50.9,11.6,590.665322582258,590.665322582258,111.60428871277108,73.1034466027711,11.402877357204817,17.53521505382258,6.142051282107693,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,27.772916666671875,17.467514124067797,-19.615053763387092,84.25322580741935,84.78692307738461,72.67776625843373,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,1216.1,393.04153846307696,11.766706989145167,17.304682539682535,6.2663440860483846,0.464015853,0.298522968
50.1,11.6,589.1,589.1,123.0,95.0,17.0,0.0,0.0,0.0,104.0,8.0,163.0,8.0,27.772916666671875,17.467514124067797,-12.8,0.0,0.0,82.8,32.8,0.0,-4.4,-4.4,-8.3,-11.7,-0.6,-2.2,-4.4,-8.3,-9.4,2613.9,2613.9,1560.5,0.0,12.9,18.46,7.33,0.658940527,0.36221026700000003
46.9,11.6,624.2,624.2,125.5,81.25,14.25,17.53521505382258,6.142051282107693,0.0,90.0,10.0,158.0,11.0,4.0,37.0,-15.0,84.25322580741935,84.78692307738461,69.225,32.8,-1.1,-6.1,-6.1,-8.3,-11.7,-4.4,-4.4,-4.4,-6.7,-10.6,2645.5,2645.5,1235.3,393.04153846307696,13.04,18.02,8.06,0.530695748,0.30884786
50.8,11.6,590.665322582258,590.665322582258,136.0,91.0,13.0,17.53521505382258,6.142051282107693,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,27.772916666671875,17.467514124067797,-19.615053763387092,84.25322580741935,84.78692307738461,70.9,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,1264.6,393.04153846307696,11.766706989145167,17.304682539682535,6.2663440860483846,0.5574204939999999,0.34078084200000003
52.4,11.6,758.9,758.9,94.5,77.0,15.0,17.53521505382258,6.142051282107693,0.0,78.0,4.0,184.0,29.0,34.0,3.0,-13.3,84.25322580741935,84.78692307738461,80.5,33.3,-0.6,-5.0,-5.0,-8.3,-11.1,-0.6,-3.9,-4.4,-7.8,-8.9,2176.05,2176.05,1271.0,393.04153846307696,14.47,20.3,8.63,0.641026204,0.33644983799999995
58.0,11.6,590.665322582258,590.665322582258,111.60428871277108,73.1034466027711,11.402877357204817,17.53521505382258,6.142051282107693,1.6760752688064515,119.35618279677419,18.529100529047618,157.58597883492064,21.636243386349207,27.772916666671875,17.467514124067797,-19.615053763387092,84.25322580741935,84.78692307738461,72.67776625843373,34.40449735444446,-0.7598118279677424,-3.5137096774193552,-5.592473118290323,-7.592607526903224,-11.433602150548387,-1.1275537634193553,-3.1319892472903232,-5.922715053774194,-8.211962365596774,-10.81075268822581,3052.657017561404,3052.657017561404,1093.6986275882352,393.04153846307696,11.766706989145167,17.304682539682535,6.2663440860483846,0.48848571799999996,0.30893995
