Year,State,Ag District,County,yield,price_received,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,DYFG,DYTS,EMNT,EMSD,EMSN,EMXP,EMXT,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,NDVI,EVI,GPP,SSM_0,SSM_10,SSM_40,SSM_100,NDWI
2020,ILLINOIS,CENTRAL,WOODFORD,199.8,4.35,584.3,584.3,108,67.5,9.75,18.32830688,6.363383838,2,134,22,152,24,4,17.35382514,-24.4,86.53492064,87.00984849,158.825,35.6,0,-3.3,-7.2,-7.2,-10,-1.7,-4.4,-4.4,-6.7,-12.2,3229.6,3229.6,1062.75,406.9045455,11.23,17,5.47,0.347190638,0.207702222,401.4660255,0.299837473,0.313555633,0.267425372,0.373216868,0.007648882
2020,ILLINOIS,EAST,CHAMPAIGN,193.7,4.35,530.275,530.275,116.6923077,73.23076923,9.615384615,11,5.5,2,128.5,18.75,155.25,16.75,94.8,23.33333333,-21.15,76,78,72.70769231,34.075,-1.425,-2.725,-5.25,-7.175,-11.55,-1.725,-3.05,-5.075,-7.9,-10.225,3158.2,3158.2,1046.933333,363.75,11.335,16.985,5.685,0.31661751,0.176147485,357.1332459,0.305369393,0.324559711,0.26311642,0.367070667,-0.001538137
2020,ILLINOIS,EAST,FORD,192.3,4.35,454,454,85,70,7,14,6,2,136,28,151,11,27.25252525,17.35382514,-21.1,102,102,52.1,33.9,-2.8,-2.8,-7.2,-7.2,-8.9,-3.3,-3.3,-4.4,-6.7,-9.4,3391.8,3391.8,883.8,304,10.49,16.15,4.83,0.291862667,0.172020009,342.9972984,0.302642871,0.324756231,0.264573067,0.367406113,-0.001014142
2020,ILLINOIS,EAST,IROQUOIS,191.2,4.35,589.3621693,589.3621693,122.5,68,6,18.32830688,6.363383838,1.748677249,120.1362434,18.98046875,157.1770833,21.79296875,27.25252525,17.35382514,-19.81521164,86.53492064,87.00984849,64,34.45807292,-0.763492064,-3.517063492,-5.615873016,-7.593121693,-11.43716931,-1.135978836,-3.150925926,-5.930687831,-8.253306878,-10.85449735,3070.945115,3070.945115,834.7,406.9045455,11.71603175,17.24811198,6.222010582,0.301447207,0.168897455,349.0567689,0.304763019,0.322028644,0.271315826,0.367544949,-0.003804868
2020,ILLINOIS,EAST,KANKAKEE,173.1,4.35,552.4,552.4,109.8,69.2,8.8,23.33333333,7.333333333,1,128,16,149,21,59,9.5,-21.7,97.33333333,92.33333333,87.04,34.4,-0.6,-5,-5,-6.7,-13.9,-1.7,-2.8,-5,-8.9,-8.9,3062.7,3062.7,973.2,537,11.28,16.56,6,0.334395172,0.194476217,375.4831864,0.307148277,0.326689517,0.290748667,0.380769516,-0.003134084
2020,ILLINOIS,EAST,LIVINGSTON,182.4,4.35,578.8,578.8,109,68.5,11.5,17,7,1,115,26,138,16,11,5,-18.9,84.66666667,85.5,74.15,37.8,0,-6.1,-6.1,-11.1,-11.1,0,-2.2,-8.3,-8.3,-9.4,3316.6,3316.6,1007.6,403.5,11.34,15.85,6.82,0.298279225,0.167221835,334.2360857,0.302555596,0.322910927,0.278789244,0.37770187,-0.004915775
2020,ILLINOIS,EAST,PIATT,211.7,4.35,589.3621693,589.3621693,113.6666667,70.66666667,8.333333333,11,4,1.748677249,120.1362434,18.98046875,157.1770833,21.79296875,43,21,-19.81521164,76,79,47.33333333,34.45807292,-0.763492064,-3.517063492,-5.615873016,-7.593121693,-11.43716931,-1.135978836,-3.150925926,-5.930687831,-8.253306878,-10.85449735,3070.945115,3070.945115,918.1333333,320,11.71603175,17.24811198,6.222010582,0.307166451,0.165729897,347.914303,0.301864828,0.317705294,0.269976075,0.37105576,-0.005919337
2020,ILLINOIS,EAST,VERMILION,191,4.35,546.6666667,546.6666667,125.2857143,78.71428571,11.71428571,13,4,1.333333333,119,16.66666667,158.3333333,17.66666667,64,30,-21.63333333,76,86,66.58571429,34.06666667,-1.3,-2.4,-7.033333333,-7.966666667,-10,-2.033333333,-2.6,-5,-7.066666667,-10.53333333,3059.166667,3059.166667,1095.385714,314,11.63,17.18666667,6.076666667,0.339497319,0.193649734,392.2393406,0.305321908,0.317134672,0.251976356,0.360358941,-0.000577758
2020,ILLINOIS,EAST SOUTHEAST,CLARK,200.4,4.35,655.7,655.7,108,78,16,2,1,0,116,10,167,30,17,10,-17.2,25,25,102.1,35,-1.1,-2.8,-5.6,-7.2,-13.3,-1.1,-2.2,-5,-7.2,-11.7,2839.3,2839.3,1257.7,45,12.51,18.45,6.57,0.373716986,0.231595128,477.6596112,0.31092983,0.321775043,0.299058902,0.38001108,-0.006089585
2020,ILLINOIS,EAST SOUTHEAST,CLAY,170.6,4.35,715.1,715.1,117,83.5,17.5,1,1,0,99,7,169,43,16,10,-15,25,25,94.5,36.7,-1.1,-3.9,-5,-7.2,-13.3,-0.6,-3.3,-6.7,-6.7,-10.6,2709.9,2709.9,1450,25,13.13,19.1,7.16,0.418731826,0.250291374,504.6702989,0.321080878,0.323830371,0.311018985,0.384235918,-0.005656824
2020,ILLINOIS,EAST SOUTHEAST,COLES,203.8,4.35,643.1,643.1,118,70,15,5,3,1,100,11.5,160,21,69,17,-18.2,51,38,90.7,34.75,-0.5,-3.8,-4.9,-11,-11,-0.5,-3.8,-7.7,-7.7,-9.9,2852.1,2852.1,1285.1,135,12.49,18.17,7.39,0.349933125,0.205251498,417.9559139,0.30893695,0.3231729,0.291484265,0.373719604,-0.003787182
2020,ILLINOIS,EAST SOUTHEAST,CRAWFORD,180.1,4.35,674.9,674.9,115,75,15,18.32830688,6.363383838,0,118,12,163,36,12,5,-15.6,86.53492064,87.00984849,73.4,35,-0.6,-2.2,-5.6,-6.7,-12.2,0,-3.3,-5,-6.7,-9.4,2869.7,2869.7,1243.2,406.9045455,12.47,18.32,6.61,0.408554711,0.257418003,515.384612,0.321045276,0.328000375,0.307826837,0.3834776,-0.007411798
2020,ILLINOIS,EAST SOUTHEAST,CUMBERLAND,186.8,4.35,655.7,655.7,108,78,16,2,1,0,116,10,167,30,17,10,-17.2,25,25,102.1,35,-1.1,-2.8,-5.6,-7.2,-13.3,-1.1,-2.2,-5,-7.2,-11.7,2839.3,2839.3,1257.7,45,12.51,18.45,6.57,0.373156841,0.227242097,472.4386828,0.312352282,0.324194484,0.305269152,0.38131101,-0.006980676
2020,ILLINOIS,EAST SOUTHEAST,DOUGLAS,206.8,4.35,586.5,586.5,112,72,13,8,5,2,122,19,154,17,14,32,-19.4,51,76,69.3,33.3,0,-5.6,-5.6,-6.7,-13.9,0,-3.3,-7.2,-7.2,-9.4,3085,3085,1102.4,262,11.75,16.89,6.6,0.3202917,0.174644825,388.4964191,0.305817988,0.321511441,0.275219041,0.370404883,-0.00621197
2020,ILLINOIS,EAST SOUTHEAST,EDGAR,189.9,4.35,474.3,474.3,107,65,13,6,1,2,125,16,156,7,9,2,-18.9,25,30,97.5,32.8,-0.6,-2.2,-5,-6.7,-13.9,0,-2.2,-5,-7.2,-11.7,3073.2,3073.2,1281.55,68,11.24,16.77,5.7,0.335820954,0.194184629,399.686608,0.310738487,0.317697911,0.281308038,0.368471212,-0.005381371
2020,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,191.8,4.35,589.3621693,589.3621693,112.6666667,77.66666667,13.33333333,2,2,1.748677249,120.1362434,18.98046875,157.1770833,21.79296875,2.5,4,-19.81521164,51,38,85.6,34.45807292,-0.763492064,-3.517063492,-5.615873016,-7.593121693,-11.43716931,-1.135978836,-3.150925926,-5.930687831,-8.253306878,-10.85449735,3070.945115,3070.945115,1222.333333,66,11.71603175,17.24811198,6.222010582,0.395923687,0.243899522,468.9743652,0.321739271,0.327058832,0.308040571,0.381025667,-0.00685379
2020,ILLINOIS,EAST SOUTHEAST,FAYETTE,182.8,4.35,532.4,532.4,112,76,17,10,3,2,119,16,161,15,64,25,-17.8,51,36,91.9,33.3,-2.2,-2.2,-6.1,-6.7,-13.9,-1.7,-2.2,-4.4,-7.8,-17.8,3057.6,3057.6,1213.8,166,11.62,17.25,5.99,0.398744314,0.244324826,486.4385113,0.312284389,0.317812267,0.292383439,0.378282316,-0.003109857
2020,ILLINOIS,EAST SOUTHEAST,JASPER,177.7,4.35,645.8,645.8,119,80,14,1,1,0,97,10,161,15,11,37,-15,25,28,63.5,33.3,0,-2.2,-4.4,-6.7,-10,0,-3.3,-5,-6.7,-10.6,2709.9,2709.9,1240.45,62,12.9,18.03,7.76,0.371363776,0.231254383,480.6508296,0.319841213,0.328771889,0.311078627,0.383535357,-0.007732664
2020,ILLINOIS,EAST SOUTHEAST,LAWRENCE,171.3,4.35,589.3621693,589.3621693,116.75,76.25,16,1,0,1.748677249,120.1362434,18.98046875,157.1770833,21.79296875,64.33333333,24.5,-19.81521164,25,23,100.95,34.45807292,-0.763492064,-3.517063492,-5.615873016,-7.593121693,-11.43716931,-1.135978836,-3.150925926,-5.930687831,-8.253306878,-10.85449735,3070.945115,3070.945115,1342.3,37,11.71603175,17.24811198,6.222010582,0.404477311,0.253924311,514.4563352,0.325699905,0.33051257,0.317833641,0.385308194,-0.007872133
2020,ILLINOIS,EAST SOUTHEAST,MARION,185.1,4.35,701.15,701.15,121,76.5,15.5,18.32830688,6.363383838,0,99,10,167.5,28.5,19,22,-15.25,86.53492064,87.00984849,64.8,34.7,-1.15,-3.6,-4.7,-10.55,-10.55,-0.85,-3.3,-5.85,-8.05,-9.7,2639.75,2639.75,1212.4,406.9045455,12.965,18.535,7.395,0.459892398,0.270562683,554.1860101,0.318149616,0.318435175,0.298413081,0.383562206,-0.001004063
2020,ILLINOIS,EAST SOUTHEAST,MOULTRIE,204,4.35,698.2,698.2,101.5,65,11,7,2.5,2,106,17,165,28,16,6,-18.9,63.5,53,78.35,35,-1.7,-2.2,-5,-7.2,-16.1,-1.1,-3.9,-4.4,-8.3,-10.6,2983.7,2983.7,1131.7,127,12.36,17.83,6.88,0.326734754,0.183351766,392.4385859,0.310763966,0.32070683,0.281344189,0.377831011,-0.004146903
2020,ILLINOIS,EAST SOUTHEAST,RICHLAND,167.2,4.35,630.4,630.4,123,85,14,2,0,0,103,12,166,23,27.25252525,17.35382514,-14.4,25,13,89.7,34.4,-0.6,-5.6,-5.6,-7.8,-12.2,-0.6,-3.3,-5.6,-6.7,-10,2763,2763,1355.5,37,12.68,18.41,6.96,0.401302593,0.253123903,493.8207413,0.327722495,0.335631027,0.326865784,0.386442907,-0.008426263
2020,ILLINOIS,EAST SOUTHEAST,SHELBY,194.9,4.35,604.2,604.2,106.8333333,76.5,13.66666667,7.666666667,2,2,113,16.5,159.5,22,17,8.25,-18.35,42.33333333,37.33333333,88.98333333,33.85,-2.2,-2.75,-5,-6.95,-13.85,-1.15,-2.75,-6.95,-6.95,-11.7,2911.366667,2911.366667,1224.55,107.6666667,12.09,17.585,6.59,0.354123757,0.223335614,428.7438227,0.312321011,0.319177542,0.286449699,0.377040723,-0.009666539
2020,ILLINOIS,NORTHEAST,BOONE,193.2,4.35,589.3621693,589.3621693,106,70,10.5,45,10,1.748677249,120.1362434,18.98046875,157.1770833,21.79296875,27.25252525,17.35382514,-19.81521164,152,127,56.4,34.45807292,-0.763492064,-3.517063492,-5.615873016,-7.593121693,-11.43716931,-1.135978836,-3.150925926,-5.930687831,-8.253306878,-10.85449735,3070.945115,3070.945115,942.7,621,11.71603175,17.24811198,6.222010582,0.373734776,0.220552977,354.8967385,0.314122063,0.34017329,0.313388059,0.383179368,0.017911181
2020,ILLINOIS,NORTHEAST,DE KALB,191.2,4.35,589.3621693,589.3621693,111.3228601,72.71254673,11.30263052,18.32830688,6.363383838,1.748677249,120.1362434,18.98046875,157.1770833,21.79296875,27.25252525,17.35382514,-19.81521164,86.53492064,87.00984849,72.61266105,34.45807292,-0.763492064,-3.517063492,-5.615873016,-7.593121693,-11.43716931,-1.135978836,-3.150925926,-5.930687831,-8.253306878,-10.85449735,3070.945115,3070.945115,1085.471214,406.9045455,11.71603175,17.24811198,6.222010582,0.334615319,0.191932028,338.9700848,0.306656521,0.32940484,0.2887544,0.379782629,0.010127267
2020,ILLINOIS,NORTHEAST,GRUNDY,185,4.35,610.1,610.1,119.1666667,70.33333333,7.666666667,33.5,10.5,2,138,21,152,22,8,7,-21.7,114.5,118.5,64.48333333,35,-0.6,-2.2,-5,-7.2,-12.2,-1.1,-4.4,-4.4,-7.8,-10.6,3332.7,3332.7,965.8571429,711,11.12,16.47,5.77,0.330167153,0.181523482,359.3178739,0.305820337,0.322653196,0.284140996,0.382935416,-0.000468089
2020,ILLINOIS,NORTHEAST,KANE,176.8,4.35,472.9666667,472.9666667,118.4166667,69.91666667,10.5,31.6,11.66666667,2.333333333,146.6666667,27,145.3333333,16.66666667,78.5,25,-22.73333333,104.2,96,76.425,34.23333333,-0.366666667,-2.533333333,-4.766666667,-8.1,-11.8,-0.733333333,-2.933333333,-5.133333333,-8.3,-11.1,3513.3,3513.3,1029.333333,755.3333333,10.23,15.71333333,4.746666667,0.452032568,0.26600709,390.3837661,0.316278311,0.336145066,0.300401228,0.386844609,0.008948258
2020,ILLINOIS,NORTHEAST,KENDALL,183.1,4.35,589.3621693,589.3621693,119.5,74.5,7,33,14,1.748677249,120.1362434,18.98046875,157.1770833,21.79296875,27.25252525,17.35382514,-19.81521164,127,142,73.05,34.45807292,-0.763492064,-3.517063492,-5.615873016,-7.593121693,-11.43716931,-1.135978836,-3.150925926,-5.930687831,-8.253306878,-10.85449735,3070.945115,3070.945115,969.65,964,11.71603175,17.24811198,6.222010582,0.374386192,0.216747714,388.5673054,0.306349105,0.323733125,0.283649661,0.382835897,0.001328543
2020,ILLINOIS,NORTHEAST,LA SALLE,186.3,4.35,571,571,111.25,68.125,9.125,31.5,9.5,2.25,132.5,23.75,145.75,21,10.2,13.33333333,-21.525,76,85.75,69.3375,36,-0.425,-4.425,-6.1,-8.325,-11.525,-1.125,-3.025,-5.825,-9.45,-11.1,3289.6,3289.6,948.4125,555.25,10.9775,16.3975,5.56,0.328094557,0.186847959,354.5957361,0.30677706,0.320501895,0.276446608,0.379721883,0.002347585
2020,ILLINOIS,NORTHEAST,LAKE,165.5,4.35,425.35,425.35,116.4444444,72.55555556,12.11111111,40.66666667,10,2,146,29.5,135.5,11,60,23.33333333,-21.65,139.3333333,105,69.07777778,34.7,-0.3,-3.55,-4.65,-6.9,-12.2,-0.3,-3.85,-5.25,-8.25,-9.95,3657.266667,3657.266667,1061.4,717,9.735,14.825,4.635,0.19258867,0.112459611,475.299655,0.342179805,0.358749191,0.341158897,0.410575786,-0.001574309
2020,ILLINOIS,NORTHEAST,MCHENRY,180.3,4.35,481.5,481.5,116.375,70.875,12,50,10,3,154,27,142,27,13,13,-23.9,194.6666667,123.6666667,57.2125,36.1,-1.1,-3.3,-5,-6.7,-11.1,-0.6,-3.3,-6.7,-6.7,-12.2,3599.2,3599.2,1048.625,659,9.93,15.65,4.21,0.434878271,0.24543368,390.612362,0.311821693,0.337372769,0.305646368,0.385695294,0.011912107
2020,ILLINOIS,NORTHEAST,WILL,175.1,4.35,531.2,531.2,118.3529412,73.58823529,8.764705882,21.75,10.4,1.5,135,25.5,147,17.5,5.666666667,7,-21.7,114.5,116.4,67.47647059,34.7,0,-3.3,-5.25,-7.2,-11.95,-2.2,-2.2,-5.85,-8.65,-10.6,3345,3345,1011.452632,728.2,10.795,16.045,5.545,0.412122513,0.247861706,425.1896571,0.319497674,0.334342742,0.306164617,0.39086282,0.005099749
2020,ILLINOIS,NORTHWEST,BUREAU,200.4,4.35,518.1666667,518.1666667,90.33333333,68,8.666666667,29,10.66666667,4,138.6666667,26,146.3333333,18.66666667,15,31,-23.33333333,127,118.6666667,44.96666667,34.43333333,-0.566666667,-3.3,-6.133333333,-7.766666667,-11.5,-1.833333333,-3.5,-5.166666667,-11.3,-11.3,3446.666667,3446.666667,926.0666667,785,10.49,16.03,4.956666667,0.352365449,0.202791402,379.8035452,0.312053652,0.325966008,0.274771949,0.374422531,0.006974718
2020,ILLINOIS,NORTHWEST,CARROLL,200.7,4.35,589.3621693,589.3621693,109.6666667,65.66666667,10.66666667,18.32830688,15,1.748677249,120.1362434,18.98046875,157.1770833,21.79296875,6,15,-19.81521164,86.53492064,203,57.5,34.45807292,-0.763492064,-3.517063492,-5.615873016,-7.593121693,-11.43716931,-1.135978836,-3.150925926,-5.930687831,-8.253306878,-10.85449735,3486,3486,955.0666667,929,11.71603175,17.24811198,6.222010582,0.376047879,0.228590019,374.7725388,0.328660326,0.343164762,0.301236347,0.384410572,0.020785397
2020,ILLINOIS,NORTHWEST,HENRY,209,4.35,500.5,500.5,108.6,65.8,10.2,32,10.5,3.5,140.5,31.5,151,18.5,27.25252525,11,-22.5,178,147.5,64.76,34.45,-0.3,-3.6,-6.4,-6.95,-9.15,-1.1,-2.5,-5,-11.15,-11.15,3453.7,3453.7,940.6666667,775.5,10.475,15.895,5.055,0.362623483,0.212891712,377.4144249,0.312901665,0.327029085,0.272827329,0.367036034,0.00681877
2020,ILLINOIS,NORTHWEST,JO DAVIESS,194.3,4.35,418.9,418.9,105.4,66.2,11.8,64.5,12.33333333,6,155.6666667,41.33333333,137.6666667,14,7,13,-26.46666667,216,227,59.6,33.9,-0.366666667,-2.566666667,-6.866666667,-7.6,-9.066666667,-2.033333333,-3.333333333,-6.3,-8.533333333,-12.56666667,3706.033333,3706.033333,1026.7,923.6666667,9.406666667,14.96666667,3.84,0.462628498,0.28670486,415.7807394,0.325829462,0.343593778,0.301223577,0.376634077,0.029179589
2020,ILLINOIS,NORTHWEST,LEE,195,4.35,438,438,98.4,70.2,10.8,35,11.5,4,149,37.5,146.5,12,12.5,18,-23.05,135.6666667,111.25,68.36,34.4,-1.7,-2.75,-5.8,-7.5,-10.55,-1.65,-3.3,-4.4,-10.85,-10.85,3733,3733,1017.48,704.75,9.745,15.17,4.315,0.346041303,0.183064192,348.8604218,0.313356699,0.331275681,0.292064629,0.377998637,0.010927527
2020,ILLINOIS,NORTHWEST,MERCER,192.1,4.35,553.1,553.1,99,63.33333333,11,26,10,3,132,26,153.5,20,27.25252525,17.35382514,-22.5,102,157,53.93333333,35.55,-0.3,-3.3,-6.15,-6.7,-10.55,-0.3,-3.85,-6.35,-9.7,-12.2,3364,3364,914.3666667,717,10.8,16.12,5.475,0.383498057,0.231083888,414.2125819,0.307943003,0.320974737,0.256616152,0.36017109,0.007045529
2020,ILLINOIS,NORTHWEST,OGLE,191.8,4.35,589.3621693,589.3621693,107,71,13,18.32830688,15,1.748677249,120.1362434,18.98046875,157.1770833,21.79296875,27.25252525,17.35382514,-19.81521164,86.53492064,127,48.5,34.45807292,-0.763492064,-3.517063492,-5.615873016,-7.593121693,-11.43716931,-1.135978836,-3.150925926,-5.930687831,-8.253306878,-10.85449735,3070.945115,3070.945115,998.4,931,11.71603175,17.24811198,6.222010582,0.383039657,0.221462088,364.9789966,0.312644472,0.341784752,0.312029557,0.38147341,0.016746374
2020,ILLINOIS,NORTHWEST,PUTNAM,196.3,4.35,553.1,553.1,120,74,10,26,11,2,121,17,158,23,11,40,-21.7,102,71,52.8,33.9,0,-2.2,-5.6,-7.2,-12.8,-2.2,-2.2,-4.4,-11.1,-11.1,3159.6,3159.6,973.3,654,11.53,17.02,6.04,0.361427862,0.223171912,410.0514975,0.308334897,0.31693481,0.271873051,0.375801575,0.014583088
2020,ILLINOIS,NORTHWEST,ROCK ISLAND,199.3,4.35,553.6333333,553.6333333,105.6,62.8,10.8,18.32830688,7.666666667,3.333333333,129.3333333,26,149.25,21.75,152,43,-22.2,86.53492064,162.3333333,66.06,35,0,-2.933333333,-5.366666667,-7.566666667,-12,-0.366666667,-3.833333333,-8.866666667,-10.9,-10.9,3283.133333,3283.133333,991.4,670.6666667,10.91333333,16.1725,5.666666667,0.428218425,0.260196733,457.6742851,0.319378023,0.333208702,0.281725911,0.369561479,0.011765967
2020,ILLINOIS,NORTHWEST,STEPHENSON,205,4.35,401.8,401.8,108.75,67.5,10.5,54.5,14.5,3,156,38,137,11,13,17.35382514,-23.9,222,220,53.575,33.3,-0.6,-4.4,-4.4,-8.3,-8.9,-2.2,-2.2,-5,-11.1,-11.1,3740.2,3740.2,1005.94,923,9.23,14.67,3.79,0.368318907,0.234526825,375.0186221,0.324706609,0.346361466,0.322929265,0.386778836,0.03513613
2020,ILLINOIS,NORTHWEST,WHITESIDE,186.7,4.35,526.6666667,526.6666667,99.71428571,67.14285714,10.85714286,36,11.25,4,140,31.66666667,148.6666667,18.66666667,11,14.66666667,-23.5,152,145.75,80.67142857,34.63333333,-0.566666667,-3.7,-5.366666667,-7.6,-11.83333333,-1.133333333,-3.5,-5,-9.666666667,-11.86666667,3437.666667,3437.666667,998.2285714,752.75,10.49666667,15.74666667,5.243333333,0.372004652,0.209824972,384.0364771,0.316437926,0.33314438,0.286286544,0.376990177,0.008859008
2020,ILLINOIS,NORTHWEST,WINNEBAGO,193,4.35,562.5,562.5,112,70.33333333,9.666666667,39,10.5,2,124,23,148,23,82,34.5,-23.2,180,123.5,51.8,35,-1,-3.2,-6,-7.1,-13.2,-1.6,-4.9,-4.9,-11,-11,3445.4,3445.4,962.2333333,682.5,10.78,16.23,5.34,0.413425663,0.262547139,389.0539859,0.32551139,0.345718608,0.316941464,0.389104481,0.020492525
2020,ILLINOIS,SOUTHEAST,EDWARDS,174.2,4.35,589.3621693,589.3621693,111.3228601,72.71254673,11.30263052,18.32830688,6.363383838,1.748677249,120.1362434,18.98046875,157.1770833,21.79296875,27.25252525,17.35382514,-19.81521164,86.53492064,87.00984849,72.61266105,34.45807292,-0.763492064,-3.517063492,-5.615873016,-7.593121693,-11.43716931,-1.135978836,-3.150925926,-5.930687831,-8.253306878,-10.85449735,3070.945115,3070.945115,1085.471214,406.9045455,11.71603175,17.24811198,6.222010582,0.44023546,0.29067636,547.2417172,0.33740822,0.33831342,0.335657335,0.387308325,-0.008719344
