Year,State,Ag District,County,Value,price_received,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,DYFG,DYTS,EMNT,EMSD,EMSN,EMXP,EMXT,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN,NDVI,EVI,GPP,SSM_0,SSM_10,SSM_40,SSM_100,NDWI
2020,ILLINOIS,EAST SOUTHEAST,CRAWFORD,63.8,5.39,674.9,674.9,115,75,15,17.94612403,6.211594203,0,118,12,163,36,12,5,-15.6,85.33410853,87.23514493,73.4,35,-0.6,-2.2,-5.6,-6.7,-12.2,0,-3.3,-5,-6.7,-9.4,2869.7,2869.7,1243.2,395.5804348,12.47,18.32,6.61,0.408554711,0.257418003,515.384612,0.321045276,0.328000375,0.307826837,0.3834776,-0.007411798
2020,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,68.5,5.39,591.7666667,591.7666667,112.6666667,77.66666667,13.33333333,2,2,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,2.5,4,-19.45240741,51,38,85.6,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1222.333333,66,11.78896296,17.34016304,6.275185185,0.395923687,0.243899522,468.9743652,0.321739271,0.327058832,0.308040571,0.381025667,-0.00685379
2020,ILLINOIS,EAST SOUTHEAST,FAYETTE,62.8,5.39,532.4,532.4,112,76,17,10,3,2,119,16,161,15,64,25,-17.8,51,36,91.9,33.3,-2.2,-2.2,-6.1,-6.7,-13.9,-1.7,-2.2,-4.4,-7.8,-17.8,3057.6,3057.6,1213.8,166,11.62,17.25,5.99,0.398744314,0.244324826,486.4385113,0.312284389,0.317812267,0.292383439,0.378282316,-0.003109857
2020,ILLINOIS,EAST SOUTHEAST,JASPER,63.3,5.39,645.8,645.8,119,80,14,1,1,0,97,10,161,15,11,37,-15,25,28,63.5,33.3,0,-2.2,-4.4,-6.7,-10,0,-3.3,-5,-6.7,-10.6,2709.9,2709.9,1240.45,62,12.9,18.03,7.76,0.371363776,0.231254383,480.6508296,0.319841213,0.328771889,0.311078627,0.383535357,-0.007732664
2020,ILLINOIS,EAST SOUTHEAST,LAWRENCE,65.7,5.39,591.7666667,591.7666667,116.75,76.25,16,1,0,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,64.33333333,24.5,-19.45240741,25,23,100.95,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1342.3,37,11.78896296,17.34016304,6.275185185,0.404477311,0.253924311,514.4563352,0.325699905,0.33051257,0.317833641,0.385308194,-0.007872133
2020,ILLINOIS,EAST SOUTHEAST,MARION,60.6,5.39,701.15,701.15,121,76.5,15.5,17.94612403,6.211594203,0,99,10,167.5,28.5,19,22,-15.25,85.33410853,87.23514493,64.8,34.7,-1.15,-3.6,-4.7,-10.55,-10.55,-0.85,-3.3,-5.85,-8.05,-9.7,2639.75,2639.75,1212.4,395.5804348,12.965,18.535,7.395,0.459892398,0.270562683,554.1860101,0.318149616,0.318435175,0.298413081,0.383562206,-0.001004063
2020,ILLINOIS,EAST SOUTHEAST,RICHLAND,71.5,5.39,630.4,630.4,123,85,14,2,0,0,103,12,166,23,29.31560284,17.84280303,-14.4,25,13,89.7,34.4,-0.6,-5.6,-5.6,-7.8,-12.2,-0.6,-3.3,-5.6,-6.7,-10,2763,2763,1355.5,37,12.68,18.41,6.96,0.401302593,0.253123903,493.8207413,0.327722495,0.335631027,0.326865784,0.386442907,-0.008426263
2020,ILLINOIS,EAST SOUTHEAST,SHELBY,56.6,5.39,604.2,604.2,106.8333333,76.5,13.66666667,7.666666667,2,2,113,16.5,159.5,22,17,8.25,-18.35,42.33333333,37.33333333,88.98333333,33.85,-2.2,-2.75,-5,-6.95,-13.85,-1.15,-2.75,-6.95,-6.95,-11.7,2911.366667,2911.366667,1224.55,107.6666667,12.09,17.585,6.59,0.354123757,0.223335614,428.7438227,0.312321011,0.319177542,0.286449699,0.377040723,-0.009666539
2020,ILLINOIS,NORTHEAST,BOONE,73.7,5.39,591.7666667,591.7666667,106,70,10.5,45,10,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,152,127,56.4,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,942.7,621,11.78896296,17.34016304,6.275185185,0.373734776,0.220552977,354.8967385,0.314122063,0.34017329,0.313388059,0.383179368,0.017911181
2020,ILLINOIS,NORTHEAST,DE KALB,75.2,5.39,591.7666667,591.7666667,111.1334344,73.16440605,11.40569564,17.94612403,6.211594203,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,85.33410853,87.23514493,71.34765329,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1088.379924,395.5804348,11.78896296,17.34016304,6.275185185,0.334615319,0.191932028,338.9700848,0.306656521,0.32940484,0.2887544,0.379782629,0.010127267
2020,ILLINOIS,NORTHEAST,KANE,67.8,5.39,472.9666667,472.9666667,118.4166667,69.91666667,10.5,31.6,11.66666667,2.333333333,146.6666667,27,145.3333333,16.66666667,78.5,25,-22.73333333,104.2,96,76.425,34.23333333,-0.366666667,-2.533333333,-4.766666667,-8.1,-11.8,-0.733333333,-2.933333333,-5.133333333,-8.3,-11.1,3513.3,3513.3,1029.333333,755.3333333,10.23,15.71333333,4.746666667,0.452032568,0.26600709,390.3837661,0.316278311,0.336145066,0.300401228,0.386844609,0.008948258
2020,ILLINOIS,NORTHEAST,LA SALLE,82.7,5.39,571,571,111.25,68.125,9.125,31.5,9.5,2.25,132.5,23.75,145.75,21,10.2,13.33333333,-21.525,76,85.75,69.3375,36,-0.425,-4.425,-6.1,-8.325,-11.525,-1.125,-3.025,-5.825,-9.45,-11.1,3289.6,3289.6,948.4125,555.25,10.9775,16.3975,5.56,0.328094557,0.186847959,354.5957361,0.30677706,0.320501895,0.276446608,0.379721883,0.002347585
2020,ILLINOIS,NORTHEAST,MCHENRY,70.7,5.39,481.5,481.5,116.375,70.875,12,50,10,3,154,27,142,27,13,13,-23.9,194.6666667,123.6666667,57.2125,36.1,-1.1,-3.3,-5,-6.7,-11.1,-0.6,-3.3,-6.7,-6.7,-12.2,3599.2,3599.2,1048.625,659,9.93,15.65,4.21,0.434878271,0.24543368,390.612362,0.311821693,0.337372769,0.305646368,0.385695294,0.011912107
2020,ILLINOIS,NORTHEAST,WILL,69.2,5.39,531.2,531.2,118.3529412,73.58823529,8.764705882,21.75,10.4,1.5,135,25.5,147,17.5,5.666666667,7,-21.7,114.5,116.4,67.47647059,34.7,0,-3.3,-5.25,-7.2,-11.95,-2.2,-2.2,-5.85,-8.65,-10.6,3345,3345,1011.452632,728.2,10.795,16.045,5.545,0.412122513,0.247861706,425.1896571,0.319497674,0.334342742,0.306164617,0.39086282,0.005099749
2020,ILLINOIS,NORTHWEST,BUREAU,78.8,5.39,518.1666667,518.1666667,90.33333333,68,8.666666667,29,10.66666667,4,138.6666667,26,146.3333333,18.66666667,15,31,-23.33333333,127,118.6666667,44.96666667,34.43333333,-0.566666667,-3.3,-6.133333333,-7.766666667,-11.5,-1.833333333,-3.5,-5.166666667,-11.3,-11.3,3446.666667,3446.666667,926.0666667,785,10.49,16.03,4.956666667,0.352365449,0.202791402,379.8035452,0.312053652,0.325966008,0.274771949,0.374422531,0.006974718
2020,ILLINOIS,NORTHWEST,CARROLL,73.1,5.39,591.7666667,591.7666667,109.6666667,65.66666667,10.66666667,17.94612403,15,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,6,15,-19.45240741,85.33410853,203,57.5,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3486,3486,955.0666667,929,11.78896296,17.34016304,6.275185185,0.376047879,0.228590019,374.7725388,0.328660326,0.343164762,0.301236347,0.384410572,0.020785397
2020,ILLINOIS,NORTHWEST,HENRY,76.8,5.39,500.5,500.5,108.6,65.8,10.2,32,10.5,3.5,140.5,31.5,151,18.5,29.31560284,11,-22.5,178,147.5,64.76,34.45,-0.3,-3.6,-6.4,-6.95,-9.15,-1.1,-2.5,-5,-11.15,-11.15,3453.7,3453.7,940.6666667,775.5,10.475,15.895,5.055,0.362623483,0.212891712,377.4144249,0.312901665,0.327029085,0.272827329,0.367036034,0.00681877
2020,ILLINOIS,NORTHWEST,JO DAVIESS,71.3,5.39,418.9,418.9,105.4,66.2,11.8,64.5,12.33333333,6,155.6666667,41.33333333,137.6666667,14,7,13,-26.46666667,216,227,59.6,33.9,-0.366666667,-2.566666667,-6.866666667,-7.6,-9.066666667,-2.033333333,-3.333333333,-6.3,-8.533333333,-12.56666667,3706.033333,3706.033333,1026.7,923.6666667,9.406666667,14.96666667,3.84,0.462628498,0.28670486,415.7807394,0.325829462,0.343593778,0.301223577,0.376634077,0.029179589
2020,ILLINOIS,NORTHWEST,MERCER,68.9,5.39,553.1,553.1,99,63.33333333,11,26,10,3,132,26,153.5,20,29.31560284,17.84280303,-22.5,102,157,53.93333333,35.55,-0.3,-3.3,-6.15,-6.7,-10.55,-0.3,-3.85,-6.35,-9.7,-12.2,3364,3364,914.3666667,717,10.8,16.12,5.475,0.383498057,0.231083888,414.2125819,0.307943003,0.320974737,0.256616152,0.36017109,0.007045529
2020,ILLINOIS,NORTHWEST,OGLE,77.3,5.39,591.7666667,591.7666667,107,71,13,17.94612403,15,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,85.33410853,127,48.5,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,998.4,931,11.78896296,17.34016304,6.275185185,0.383039657,0.221462088,364.9789966,0.312644472,0.341784752,0.312029557,0.38147341,0.016746374
2020,ILLINOIS,NORTHWEST,ROCK ISLAND,71.9,5.39,553.6333333,553.6333333,105.6,62.8,10.8,17.94612403,7.666666667,3.333333333,129.3333333,26,149.25,21.75,152,43,-22.2,85.33410853,162.3333333,66.06,35,0,-2.933333333,-5.366666667,-7.566666667,-12,-0.366666667,-3.833333333,-8.866666667,-10.9,-10.9,3283.133333,3283.133333,991.4,670.6666667,10.91333333,16.1725,5.666666667,0.428218425,0.260196733,457.6742851,0.319378023,0.333208702,0.281725911,0.369561479,0.011765967
2020,ILLINOIS,NORTHWEST,STEPHENSON,78.4,5.39,401.8,401.8,108.75,67.5,10.5,54.5,14.5,3,156,38,137,11,13,17.84280303,-23.9,222,220,53.575,33.3,-0.6,-4.4,-4.4,-8.3,-8.9,-2.2,-2.2,-5,-11.1,-11.1,3740.2,3740.2,1005.94,923,9.23,14.67,3.79,0.368318907,0.234526825,375.0186221,0.324706609,0.346361466,0.322929265,0.386778836,0.03513613
2020,ILLINOIS,NORTHWEST,WINNEBAGO,75.5,5.39,562.5,562.5,112,70.33333333,9.666666667,39,10.5,2,124,23,148,23,82,34.5,-23.2,180,123.5,51.8,35,-1,-3.2,-6,-7.1,-13.2,-1.6,-4.9,-4.9,-11,-11,3445.4,3445.4,962.2333333,682.5,10.78,16.23,5.34,0.413425663,0.262547139,389.0539859,0.32551139,0.345718608,0.316941464,0.389104481,0.020492525
2020,ILLINOIS,SOUTHEAST,EDWARDS,64.9,5.39,591.7666667,591.7666667,111.1334344,73.16440605,11.40569564,17.94612403,6.211594203,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,85.33410853,87.23514493,71.34765329,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1088.379924,395.5804348,11.78896296,17.34016304,6.275185185,0.44023546,0.29067636,547.2417172,0.33740822,0.33831342,0.335657335,0.387308325,-0.008719344
2020,ILLINOIS,SOUTHEAST,GALLATIN,81.5,5.39,591.7666667,591.7666667,111.1334344,73.16440605,11.40569564,17.94612403,6.211594203,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,85.33410853,87.23514493,71.34765329,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1088.379924,395.5804348,11.78896296,17.34016304,6.275185185,0.442048512,0.253387647,555.0963616,0.330689768,0.330965939,0.318353578,0.376309211,0.001312001
2020,ILLINOIS,SOUTHEAST,HAMILTON,60,5.39,591.7666667,591.7666667,111.1334344,73.16440605,11.40569564,17.94612403,6.211594203,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,85.33410853,87.23514493,71.34765329,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1216.1,395.5804348,11.78896296,17.34016304,6.275185185,0.464015853,0.298522968,569.6790865,0.321750224,0.328572184,0.314307108,0.382998048,0.001621109
2020,ILLINOIS,SOUTHEAST,JEFFERSON,63.7,5.39,624.2,624.2,125.5,81.25,14.25,17.94612403,6.211594203,0,90,10,158,11,4,37,-15,85.33410853,87.23514493,69.225,32.8,-1.1,-6.1,-6.1,-8.3,-11.7,-4.4,-4.4,-4.4,-6.7,-10.6,2645.5,2645.5,1235.3,395.5804348,13.04,18.02,8.06,0.530695748,0.30884786,603.5913083,0.317399573,0.320586828,0.303950378,0.384958298,0.000382893
2020,ILLINOIS,SOUTHEAST,WABASH,70.8,5.39,591.7666667,591.7666667,133,88,12,1,1,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,25,28,57.7,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1285.5,28,11.78896296,17.34016304,6.275185185,0.355982822,0.231052473,461.574303,0.331431781,0.332647654,0.327834691,0.385956592,-0.008779642
2020,ILLINOIS,SOUTHEAST,WAYNE,58.1,5.39,818,818,106.3333333,80.66666667,17.33333333,1,1,0,75,4,182,49,9.5,13.5,-13.3,25,25,104.5666667,35.6,-1.1,-5,-5,-7.2,-11.7,0,-4.4,-4.4,-6.7,-9.4,2365.8,2365.8,1386.633333,25,14.26,20.1,8.43,0.444794976,0.282434446,526.264298,0.326917796,0.328303366,0.319554616,0.387082066,-0.007079983
2020,ILLINOIS,SOUTHEAST,WHITE,64.8,5.39,676,676,119,84,14,17.94612403,6.211594203,0,115,5,172,28,29.31560284,17.84280303,-13.3,85.33410853,87.23514493,111.5,33.9,-0.6,-4.4,-4.4,-7.8,-11.1,-1.7,-3.3,-5,-6.7,-9.4,2609.8,2609.8,1434.5,395.5804348,13.1,19.42,6.78,0.423371017,0.267722091,573.2953805,0.334736161,0.339632071,0.334928083,0.384145826,-0.00211837
2020,ILLINOIS,SOUTHWEST,ALEXANDER,66.3,5.39,863,863,111.1334344,73.16440605,11.40569564,17.94612403,6.211594203,0,46,5,174,39,29.31560284,17.84280303,-12.2,85.33410853,87.23514493,71.34765329,35,-1.1,-6.1,-6.1,-8.3,-11.1,-0.6,-3.3,-4.4,-7.8,-12.2,1989.6,1989.6,1088.379924,395.5804348,14.96,19.91,10.01,0.548645637,0.296995896,773.4157287,0.332802711,0.345169804,0.338561145,0.382788079,0.016898249
2020,ILLINOIS,SOUTHWEST,CLINTON,66.4,5.39,591.7666667,591.7666667,111.1334344,73.16440605,11.40569564,17.94612403,6.211594203,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,85.33410853,87.23514493,71.34765329,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1179.2,395.5804348,11.78896296,17.34016304,6.275185185,0.444789744,0.277941523,607.5044942,0.314747986,0.317405321,0.297511252,0.376546638,-0.001389319
2020,ILLINOIS,SOUTHWEST,JACKSON,66.6,5.39,762.6,762.6,124,84.66666667,13.5,1,1,0,89,7,174,31.5,120,23.5,-12.75,25,25,69.96666667,34.15,-0.55,-3.3,-5.8,-7.2,-9.95,-1.65,-3.8,-4.95,-8.85,-10.8,2484.1,2484.1,1278.5,46,13.825,19.565,8.08,0.562848867,0.317022075,695.406958,0.321283994,0.326770932,0.305816769,0.376847353,0.015752147
2020,ILLINOIS,SOUTHWEST,MONROE,66.9,5.39,591.7666667,591.7666667,111.1334344,73.16440605,11.40569564,17.94612403,6.211594203,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,85.33410853,87.23514493,71.34765329,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1088.379924,395.5804348,11.78896296,17.34016304,6.275185185,0.504099277,0.302803012,627.9818611,0.329250151,0.329251554,0.319125499,0.372343236,0.006436195
2020,ILLINOIS,SOUTHWEST,PERRY,70.2,5.39,711.2,711.2,116.5,87,11.5,17.94612403,6.211594203,0,90.5,6.5,169,22,10,14,-13.05,85.33410853,87.23514493,66.95,33.6,-0.85,-4.15,-5.55,-6.95,-10.85,-1.7,-3.3,-5,-8.6,-11.1,2502.65,2502.65,1192.75,395.5804348,13.59,19.14,8.035,0.53501105,0.320190178,667.070817,0.319614692,0.323410878,0.305710183,0.381852353,0.002347267
2020,ILLINOIS,SOUTHWEST,PULASKI,77,5.39,591.7666667,591.7666667,111.1334344,73.16440605,11.40569564,17.94612403,6.211594203,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,6,17.84280303,-19.45240741,85.33410853,87.23514493,71.34765329,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1088.379924,395.5804348,11.78896296,17.34016304,6.275185185,0.543910221,0.327431601,754.8331471,0.319230911,0.33014671,0.316053529,0.390244335,0.006786395
2020,ILLINOIS,SOUTHWEST,RANDOLPH,78.6,5.39,591.7666667,591.7666667,117.75,77.5,12.25,1,0,1.67037037,118.5907407,7,163,27,25,17.84280303,-19.45240741,25,13,72.6,35,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1191.7,18,11.78896296,19.07,6.275185185,0.522620301,0.313002562,638.948133,0.314289258,0.319693566,0.296456045,0.37594465,0.006371452
2020,ILLINOIS,SOUTHWEST,ST CLAIR,77.7,5.39,591.7666667,591.7666667,111.1334344,73.16440605,11.40569564,17.94612403,6.211594203,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,85.33410853,87.23514493,71.34765329,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1088.379924,395.5804348,11.78896296,17.34016304,6.275185185,0.484589961,0.299576949,608.8772822,0.332763848,0.337636696,0.324974611,0.374528282,0.001949414
2020,ILLINOIS,SOUTHWEST,UNION,66.8,5.39,591.7666667,591.7666667,119,85,18,17.94612403,6.211594203,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,85.33410853,87.23514493,80.5,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1429,395.5804348,11.78896296,17.34016304,6.275185185,0.596841951,0.337248305,758.0627795,0.330040525,0.338239605,0.330946011,0.379079067,0.015452327
2020,ILLINOIS,SOUTHWEST,WASHINGTON,67.2,5.39,591.7666667,591.7666667,114,81,13,17.94612403,6.211594203,1.67037037,118.5907407,18.67572464,157.2971014,22.23007246,29.31560284,17.84280303,-19.45240741,85.33410853,87.23514493,79.5,34.46811594,-0.785185185,-3.521666667,-5.686296296,-7.65037037,-11.24574074,-1.150740741,-3.19462963,-6.05962963,-8.142037037,-10.76814815,3038.228862,3038.228862,1201.6,395.5804348,11.78896296,17.34016304,6.275185185,0.480853641,0.302200903,666.7791477,0.319136521,0.320560851,0.299495433,0.376249848,-0.00305234
